# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "locus_tag" "-a" "/home/nyako/projects/ProteinHunter/data/databases/target/methanosarcina_acetivorans/ncbi_dataset/data/GCF_000007345.1/genomic.gff" "-o" "counts/counts_new5.txt" "-T" "8" "bam/SRR20281612.sorted.bam" "bam/SRR20281613.sorted.bam" "bam/SRR20650029.sorted.bam" "bam/SRR20650030.sorted.bam" "bam/SRR20650031.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR20281612.sorted.bam	bam/SRR20281613.sorted.bam	bam/SRR20650029.sorted.bam	bam/SRR20650030.sorted.bam	bam/SRR20650031.sorted.bam
MA_RS17675	NC_003552.1	4185724	4186977	-	1254	1443	1092	576	448	410
MA_RS17680	NC_003552.1	4187242	4188516	+	1275	2684	2344	69	59	52
MA_RS17685	NC_003552.1	4188616	4189404	-	789	3002	3029	145	135	102
MA_RS17690	NC_003552.1	4189707	4192769	+	3063	1919	1799	203	105	104
MA_RS17695	NC_003552.1	4192845	4193162	+	318	165	114	10	2	8
MA_RS17700	NC_003552.1	4193555	4193740	+	186	105	70	31	28	24
MA_RS17705	NC_003552.1	4194107	4194841	-	735	209	300	12	1	2
MA_RS17710	NC_003552.1	4194877	4195659	-	783	614	522	115	68	64
MA_RS17720	NC_003552.1	4196570	4198987	+	2418	6135	6208	901	425	490
MA_RS17725	NC_003552.1	4199079	4199771	+	693	697	671	47	13	15
MA_RS17730	NC_003552.1	4199826	4200647	+	822	1162	1228	114	109	64
MA_RS17735	NC_003552.1	4200644	4201759	+	1116	2354	2220	213	120	94
MA_RS17745	NC_003552.1	4202439	4203377	-	939	210	203	70	41	32
MA_RS17750	NC_003552.1	4203378	4204424	-	1047	561	486	141	81	68
MA_RS17755	NC_003552.1	4204779	4205276	+	498	241	283	154	220	172
MA_RS17760	NC_003552.1	4205412	4205774	+	363	541	424	64	102	63
MA_RS27395	NC_003552.1	4206119	4206274	-	156	498	484	21	14	9
MA_RS17765	NC_003552.1	4206480	4207034	+	555	312	333	20	26	24
MA_RS17770	NC_003552.1	4207219	4207398	-	180	490	415	12	20	16
MA_RS17775	NC_003552.1	4207535	4208299	-	765	1045	886	213	176	185
MA_RS17780	NC_003552.1	4208576	4210861	-	2286	881	754	12	14	8
MA_RS17785	NC_003552.1	4211729	4212007	-	279	6558	7784	99	54	46
MA_RS17790	NC_003552.1	4212213	4212686	+	474	1132	728	51	51	34
MA_RS17795	NC_003552.1	4213024	4215432	+	2409	15519	15817	1535	1127	1096
MA_RS17800	NC_003552.1	4215701	4215895	+	195	7645	3252	143	93	94
MA_RS17805	NC_003552.1	4216405	4217676	+	1272	11021	8156	1129	634	700
MA_RS17810	NC_003552.1	4217735	4218373	-	639	2281	1762	500	291	285
MA_RS17815	NC_003552.1	4218710	4218910	+	201	498	434	100	78	62
MA_RS27405	NC_003552.1	4218927	4219085	-	159	534	337	96	58	57
MA_RS17825	NC_003552.1	4219624	4220040	+	417	53	59	14	9	8
MA_RS17830	NC_003552.1	4220142	4220411	+	270	151	103	6	9	3
MA_RS17835	NC_003552.1	4220480	4221142	-	663	1046	757	39	15	17
MA_RS17840	NC_003552.1	4221402	4222013	-	612	12504	11797	1768	1760	1573
MA_RS17845	NC_003552.1	4222732	4225041	-	2310	2155	2195	514	300	342
MA_RS17850	NC_003552.1	4225232	4225492	+	261	313	290	147	102	120
MA_RS17855	NC_003552.1	4225583	4226425	-	843	7521	8493	246	163	164
MA_RS17860	NC_003552.1	4226499	4226798	-	300	1534	1919	22	27	21
MA_RS25855	NC_003552.1	4227273	4227431	+	159	96	49	2	0	0
MA_RS25860	NC_003552.1	4227527	4227682	-	156	52	31	5	2	0
MA_RS25865	NC_003552.1	4227865	4228017	-	153	14	8	0	0	0
MA_RS17870	NC_003552.1	4227956	4228285	-	330	176	113	2	4	3
MA_RS17875	NC_003552.1	4228546	4229478	+	933	996	925	78	78	61
MA_RS25870	NC_003552.1	4229506	4229676	+	171	196	210	58	25	56
MA_RS17880	NC_003552.1	4229746	4230369	-	624	1156	919	242	123	118
MA_RS17885	NC_003552.1	4230362	4230733	-	372	359	356	110	101	96
MA_RS17890	NC_003552.1	4231049	4231519	-	471	1282	936	78	53	55
MA_RS17895	NC_003552.1	4231676	4231990	-	315	149	119	10	10	2
MA_RS17900	NC_003552.1	4232597	4234789	+	2193	2103	2285	287	222	208
MA_RS17905	NC_003552.1	4234953	4235192	-	240	365	379	6	19	8
MA_RS17910	NC_003552.1	4235341	4236678	-	1338	5501	6493	257	134	154
MA_RS17915	NC_003552.1	4237655	4238428	-	774	147	157	17	27	13
MA_RS29525	NC_003552.1	4240273	4240407	+	135	2	0	0	2	2
MA_RS17925	NC_003552.1	4240739	4240810	+	72	59	54	3	3	4
MA_RS17935	NC_003552.1	4241130	4242080	-	951	402	378	144	76	76
MA_RS17940	NC_003552.1	4242276	4243091	+	816	6440	5062	1167	707	828
MA_RS17945	NC_003552.1	4243091	4243429	+	339	733	424	62	73	33
MA_RS17950	NC_003552.1	4243519	4244376	+	858	522	625	118	50	66
MA_RS17955	NC_003552.1	4244421	4245488	-	1068	368	429	235	106	140
MA_RS17960	NC_003552.1	4245761	4246270	-	510	888	789	119	115	117
MA_RS27410	NC_003552.1	4246484	4246960	-	477	921	600	49	34	33
MA_RS17975	NC_003552.1	4248370	4249350	+	981	707	580	11	4	8
MA_RS17980	NC_003552.1	4249381	4250268	+	888	595	391	40	43	24
MA_RS17985	NC_003552.1	4250357	4250536	-	180	33	17	1	1	0
MA_RS17990	NC_003552.1	4250720	4251829	+	1110	1925	1988	167	106	85
MA_RS17995	NC_003552.1	4252153	4253205	+	1053	2675	2486	504	346	399
MA_RS18000	NC_003552.1	4253913	4254275	-	363	44	48	0	1	0
MA_RS18005	NC_003552.1	4254467	4255495	+	1029	588	672	177	90	132
MA_RS18010	NC_003552.1	4255870	4256634	+	765	1377	1257	2087	1456	1454
MA_RS18015	NC_003552.1	4256782	4257411	+	630	2305	2249	1065	641	672
MA_RS18020	NC_003552.1	4257411	4258685	+	1275	14932	15216	6088	3562	3686
MA_RS18025	NC_003552.1	4258734	4259828	+	1095	8937	7765	4155	1963	2489
MA_RS27415	NC_003552.1	4259848	4259991	+	144	9	8	6	6	2
MA_RS18030	NC_003552.1	4259985	4260764	+	780	2478	2162	894	431	537
MA_RS18035	NC_003552.1	4261079	4261264	+	186	896	435	73	38	54
MA_RS18040	NC_003552.1	4262067	4262825	-	759	2017	1989	428	285	311
MA_RS18045	NC_003552.1	4262837	4264453	-	1617	4440	5565	4361	2418	2856
MA_RS18050	NC_003552.1	4264481	4265446	-	966	1139	1132	1196	575	743
MA_RS18055	NC_003552.1	4265458	4266270	-	813	1250	1165	387	178	269
MA_RS18060	NC_003552.1	4266254	4267123	-	870	2063	2055	1906	1141	1269
MA_RS18065	NC_003552.1	4267136	4268065	-	930	2152	1829	6065	3628	4022
MA_RS18070	NC_003552.1	4268347	4269096	-	750	4529	4126	2843	1818	1975
MA_RS18075	NC_003552.1	4269957	4270346	-	390	11	2	2	0	0
MA_RS18080	NC_003552.1	4270669	4272243	+	1575	11119	12644	1941	1024	1229
MA_RS18085	NC_003552.1	4272267	4273208	+	942	10003	10736	1453	613	902
MA_RS18090	NC_003552.1	4273192	4274091	+	900	5609	6168	899	349	500
MA_RS18095	NC_003552.1	4274088	4275119	+	1032	3422	3442	555	240	326
MA_RS18100	NC_003552.1	4275107	4275805	+	699	1363	1189	237	98	168
MA_RS18105	NC_003552.1	4276107	4277201	+	1095	1664	1305	466	269	317
MA_RS18110	NC_003552.1	4277493	4277657	-	165	856	665	181	127	106
MA_RS18115	NC_003552.1	4277937	4279088	+	1152	8177	8160	888	657	619
MA_RS18120	NC_003552.1	4279368	4279850	-	483	5064	4681	142	98	103
MA_RS18125	NC_003552.1	4280294	4280620	-	327	16681	24173	19774	24994	15965
MA_RS24770	NC_003552.1	4282879	4295529	-	12651	6892	6670	282988	106929	159059
MA_RS18150	NC_003552.1	4295936	4296760	-	825	574	813	5930	3742	3428
MA_RS27420	NC_003552.1	4296888	4297052	-	165	130	170	206	363	265
MA_RS18155	NC_003552.1	4297696	4299429	-	1734	2064	1403	12949	7507	7907
MA_RS18160	NC_003552.1	4299445	4301181	-	1737	1574	1028	10090	6251	6085
MA_RS18165	NC_003552.1	4302118	4302429	-	312	805	578	3779	2556	2382
MA_RS18170	NC_003552.1	4302429	4302884	-	456	596	468	9690	5252	5649
MA_RS18175	NC_003552.1	4302898	4304895	-	1998	8254	5435	84830	38277	49402
MA_RS18180	NC_003552.1	4304888	4305130	-	243	341	329	1764	1059	1219
MA_RS18185	NC_003552.1	4305144	4305392	-	249	2810	2098	1583	1450	1518
MA_RS18190	NC_003552.1	4305708	4306040	+	333	109	114	0	4	0
MA_RS18195	NC_003552.1	4306548	4308644	-	2097	812	704	164	142	125
MA_RS18200	NC_003552.1	4308896	4309954	+	1059	4517	5272	520	421	458
MA_RS18210	NC_003552.1	4310451	4310972	-	522	1571	1702	346	196	212
MA_RS18215	NC_003552.1	4311140	4311454	-	315	1702	1722	80	55	35
MA_RS18220	NC_003552.1	4311675	4312022	-	348	389	351	48	25	44
MA_RS18225	NC_003552.1	4312106	4312891	-	786	1073	1122	656	285	405
MA_RS18230	NC_003552.1	4313773	4314552	+	780	883	753	752	311	472
MA_RS27425	NC_003552.1	4314558	4314698	+	141	199	142	19	16	37
MA_RS25880	NC_003552.1	4315028	4315918	+	891	1339	856	223	93	143
MA_RS29835	NC_003552.1	4321068	4321610	-	543	2558	2700	1316	508	783
MA_RS18245	NC_003552.1	4322717	4323376	-	660	432	327	20	23	5
MA_RS18250	NC_003552.1	4323426	4323959	-	534	949	444	20	44	37
MA_RS18255	NC_003552.1	4324668	4325804	+	1137	1213	1149	249	146	176
MA_RS18260	NC_003552.1	4326496	4327782	+	1287	109	69	37	33	26
MA_RS18265	NC_003552.1	4327963	4328154	+	192	47	22	2	0	0
MA_RS18270	NC_003552.1	4328285	4329073	+	789	632	410	34	44	18
MA_RS18275	NC_003552.1	4329656	4330816	+	1161	1109	1163	58	36	38
MA_RS18280	NC_003552.1	4331551	4332102	-	552	13276	14795	164	175	148
MA_RS18285	NC_003552.1	4332323	4334374	-	2052	8145	8103	320	142	169
MA_RS18290	NC_003552.1	4334745	4336667	-	1923	1601	1532	418	171	297
MA_RS18295	NC_003552.1	4337027	4337215	+	189	29	19	0	1	1
MA_RS18300	NC_003552.1	4337212	4337493	+	282	71	72	10	10	4
MA_RS18305	NC_003552.1	4337841	4338578	+	738	534	366	32	35	32
MA_RS18310	NC_003552.1	4338617	4340170	-	1554	1689	1119	242	157	125
MA_RS18325	NC_003552.1	4341627	4342400	-	774	158	154	14	14	11
MA_RS18330	NC_003552.1	4342397	4343641	-	1245	2401	1379	37	22	19
MA_RS18340	NC_003552.1	4345284	4345715	-	432	288	237	93	45	63
MA_RS18345	NC_003552.1	4346148	4346792	+	645	228	220	13	18	22
MA_RS18355	NC_003552.1	4348062	4348868	-	807	2913	2050	232	127	174
MA_RS18360	NC_003552.1	4349120	4349932	-	813	631	538	58	42	44
MA_RS18370	NC_003552.1	4350294	4351172	-	879	12864	11322	2139	1441	1627
MA_RS18375	NC_003552.1	4351197	4351811	-	615	3070	2976	171	115	134
MA_RS18380	NC_003552.1	4351814	4353040	-	1227	7021	7803	780	484	506
MA_RS18390	NC_003552.1	4354473	4355345	-	873	3693	3537	1146	732	1031
MA_RS18395	NC_003552.1	4355362	4356600	-	1239	5913	6098	1442	866	1083
MA_RS27435	NC_003552.1	4356870	4357202	+	333	595	365	125	73	62
MA_RS18400	NC_003552.1	4357221	4357829	-	609	2347	1971	434	431	312
MA_RS18405	NC_003552.1	4358028	4358213	+	186	230	194	60	32	36
MA_RS18410	NC_003552.1	4358429	4359415	-	987	14310	14159	2905	2390	2360
MA_RS18415	NC_003552.1	4359569	4360855	+	1287	2569	2834	295	144	209
MA_RS18420	NC_003552.1	4360928	4361743	-	816	1733	1838	176	113	133
MA_RS18425	NC_003552.1	4362400	4364760	+	2361	16187	17811	1154	695	786
MA_RS18430	NC_003552.1	4364937	4365191	+	255	7278	5297	169	132	123
MA_RS18445	NC_003552.1	4367611	4368078	+	468	154	131	10	6	2
MA_RS28945	NC_003552.1	4368097	4368294	+	198	72	59	29	24	12
MA_RS18450	NC_003552.1	4368371	4369192	+	822	495	576	23	28	24
MA_RS18455	NC_003552.1	4369251	4369592	+	342	118	83	2	4	0
MA_RS18460	NC_003552.1	4369749	4370474	+	726	235	201	23	30	13
MA_RS18465	NC_003552.1	4370564	4371088	+	525	150	143	39	43	32
MA_RS28095	NC_003552.1	4372039	4372194	+	156	80	72	0	16	0
MA_RS18475	NC_003552.1	4373078	4373428	+	351	103	108	18	20	13
MA_RS18480	NC_003552.1	4373508	4374032	-	525	355	278	55	53	49
MA_RS18485	NC_003552.1	4374398	4374895	+	498	192	99	10	21	2
MA_RS27440	NC_003552.1	4375078	4375215	+	138	5	12	0	2	0
MA_RS18490	NC_003552.1	4375212	4375481	+	270	2	2	2	0	0
MA_RS18495	NC_003552.1	4375670	4376635	+	966	743	565	51	78	96
MA_RS18500	NC_003552.1	4376853	4380035	-	3183	4842	4342	461	229	296
MA_RS24775	NC_003552.1	4380273	4382156	-	1884	929	784	60	29	32
MA_RS18510	NC_003552.1	4382665	4383345	-	681	1876	2228	361	191	214
MA_RS18515	NC_003552.1	4383412	4384389	-	978	22577	22933	3471	2091	2666
MA_RS18520	NC_003552.1	4384686	4385156	+	471	1408	958	20	10	22
MA_RS18525	NC_003552.1	4385227	4385559	+	333	1124	1276	72	99	38
MA_RS18530	NC_003552.1	4385729	4386562	+	834	1620	1524	287	199	186
MA_RS18535	NC_003552.1	4386697	4387737	-	1041	483	390	100	55	68
MA_RS18540	NC_003552.1	4388167	4388484	-	318	158	159	8	24	11
MA_RS27445	NC_003552.1	4388529	4388708	+	180	9	0	0	1	0
MA_RS18545	NC_003552.1	4388806	4390167	-	1362	1721	1724	761	456	536
MA_RS18550	NC_003552.1	4390179	4390961	-	783	804	614	848	421	456
MA_RS18555	NC_003552.1	4391075	4391413	-	339	103	44	1021	749	721
MA_RS18560	NC_003552.1	4391410	4392117	-	708	671	481	3544	2635	2691
MA_RS18565	NC_003552.1	4393034	4393495	-	462	612	349	85	41	67
MA_RS18570	NC_003552.1	4393762	4396350	-	2589	27933	26741	14336	8942	9527
MA_RS18585	NC_003552.1	4398038	4399402	+	1365	1544	1703	431	238	330
MA_RS18590	NC_003552.1	4399565	4403035	+	3471	1213	1021	171	120	117
MA_RS18595	NC_003552.1	4403068	4403916	-	849	2490	2903	367	139	296
MA_RS18600	NC_003552.1	4403903	4405333	-	1431	4728	5606	1432	628	770
MA_RS18605	NC_003552.1	4405536	4407011	-	1476	10931	12489	1862	878	1187
MA_RS18610	NC_003552.1	4407353	4408540	-	1188	8173	8000	1084	606	723
MA_RS18615	NC_003552.1	4408558	4409022	-	465	1204	1416	144	130	108
MA_RS18620	NC_003552.1	4409097	4410110	-	1014	3403	3671	798	410	492
MA_RS28955	NC_003552.1	4410309	4410506	-	198	20	23	2	4	2
MA_RS28960	NC_003552.1	4410496	4410795	-	300	77	46	6	12	4
MA_RS18630	NC_003552.1	4411026	4411448	+	423	957	1016	277	190	214
MA_RS27450	NC_003552.1	4411986	4412153	+	168	14112	7468	8	4	2
MA_RS18635	NC_003552.1	4412358	4412780	+	423	654	674	29	20	25
MA_RS27455	NC_003552.1	4412954	4413157	+	204	15	15	3	2	1
MA_RS18640	NC_003552.1	4413147	4414142	+	996	611	748	38	74	27
MA_RS29530	NC_003552.1	4414493	4414735	+	243	77	121	13	4	4
MA_RS29535	NC_003552.1	4414870	4415346	+	477	82	84	23	26	24
MA_RS18650	NC_003552.1	4415422	4416240	-	819	228	128	19	13	23
MA_RS29845	NC_003552.1	4416493	4416588	+	96	24	15	12	5	12
MA_RS18655	NC_003552.1	4416867	4417964	+	1098	699	653	153	115	109
MA_RS18660	NC_003552.1	4418082	4419338	-	1257	927	650	129	75	81
MA_RS25900	NC_003552.1	4419809	4420324	+	516	326	202	19	11	8
MA_RS18670	NC_003552.1	4420969	4421208	-	240	7	16	4	2	6
MA_RS18675	NC_003552.1	4421460	4421816	-	357	30	54	8	4	0
MA_RS18680	NC_003552.1	4421829	4422080	+	252	54	40	7	2	4
MA_RS18685	NC_003552.1	4422124	4422810	-	687	226	203	35	18	12
MA_RS18690	NC_003552.1	4422813	4424021	-	1209	607	543	243	153	135
MA_RS18695	NC_003552.1	4424034	4425263	-	1230	670	669	119	78	78
MA_RS18700	NC_003552.1	4425560	4425880	-	321	1104	1080	223	141	152
MA_RS18705	NC_003552.1	4426354	4426998	-	645	457	259	22	12	16
MA_RS18715	NC_003552.1	4427972	4428268	-	297	68	84	1	0	0
MA_RS18720	NC_003552.1	4428554	4429021	-	468	119	50	0	0	1
MA_RS18725	NC_003552.1	4430115	4430573	+	459	1892	3261	9	17	6
MA_RS18730	NC_003552.1	4431200	4432420	-	1221	3224	2457	93	62	56
MA_RS18735	NC_003552.1	4432692	4433291	-	600	2842	2701	465	326	451
MA_RS18740	NC_003552.1	4433538	4434788	-	1251	2469	2272	1217	641	620
MA_RS18745	NC_003552.1	4435107	4435718	+	612	368	302	45	32	42
MA_RS18750	NC_003552.1	4436002	4436298	+	297	23	32	10	12	16
MA_RS18755	NC_003552.1	4436432	4436626	+	195	25	38	6	12	10
MA_RS18760	NC_003552.1	4436838	4437032	+	195	103	151	7	6	12
MA_RS24790	NC_003552.1	4437145	4437669	-	525	989	937	226	100	156
MA_RS18770	NC_003552.1	4438049	4439476	-	1428	1940	2048	609	295	350
MA_RS18775	NC_003552.1	4439689	4441152	-	1464	685	743	263	113	106
MA_RS18780	NC_003552.1	4441158	4442033	-	876	603	601	93	54	61
MA_RS18785	NC_003552.1	4442030	4442659	-	630	441	326	261	157	159
MA_RS18790	NC_003552.1	4443030	4443776	-	747	1470	1134	95	45	63
MA_RS18795	NC_003552.1	4443938	4444216	-	279	36	45	57	45	37
MA_RS18800	NC_003552.1	4444381	4445754	-	1374	1077	1038	348	238	213
MA_RS27460	NC_003552.1	4446575	4446730	+	156	5	3	0	0	0
MA_RS18805	NC_003552.1	4446722	4447948	-	1227	205070	211420	6162	3447	4399
MA_RS18810	NC_003552.1	4448053	4449054	-	1002	78784	90878	1618	958	1071
MA_RS18815	NC_003552.1	4449310	4449879	+	570	237	232	52	42	23
MA_RS18820	NC_003552.1	4450117	4451886	+	1770	10776	9798	1435	962	1124
MA_RS18825	NC_003552.1	4452427	4452921	+	495	601	811	45	44	21
MA_RS29540	NC_003552.1	4452978	4453106	+	129	16	30	4	5	2
MA_RS18830	NC_003552.1	4453085	4453876	+	792	872	1137	316	166	213
MA_RS18835	NC_003552.1	4454041	4457514	+	3474	2416	2432	326	211	268
MA_RS18840	NC_003552.1	4457617	4458657	+	1041	957	1278	326	137	245
MA_RS18845	NC_003552.1	4459184	4460323	+	1140	465	278	46	55	53
MA_RS18850	NC_003552.1	4460696	4461403	-	708	218	185	21	18	12
MA_RS18860	NC_003552.1	4462303	4462668	-	366	2687	2359	6	11	20
MA_RS18865	NC_003552.1	4462758	4463411	-	654	117	109	10	8	4
MA_RS18870	NC_003552.1	4463699	4463983	-	285	41571	22513	940	771	761
MA_RS25905	NC_003552.1	4464357	4464896	-	540	964	651	29	45	55
MA_RS18880	NC_003552.1	4465222	4465896	-	675	1204	1165	119	97	114
MA_RS18885	NC_003552.1	4466571	4467848	-	1278	1825	1632	242	152	173
MA_RS18890	NC_003552.1	4467851	4468246	-	396	422	429	71	62	42
MA_RS18895	NC_003552.1	4468439	4469491	-	1053	3589	3471	1069	626	737
MA_RS18905	NC_003552.1	4469811	4471304	-	1494	13864	13837	2308	1123	1489
MA_RS18910	NC_003552.1	4471450	4472247	-	798	3227	2837	446	205	247
MA_RS18915	NC_003552.1	4472423	4473535	-	1113	7538	7356	732	472	637
MA_RS18920	NC_003552.1	4473872	4475290	-	1419	25535	27385	8328	4492	6115
MA_RS18925	NC_003552.1	4475317	4475709	-	393	20575	16480	2530	1454	2030
MA_RS18930	NC_003552.1	4476320	4478251	+	1932	9638	8801	515	456	371
MA_RS18935	NC_003552.1	4478589	4479065	-	477	357	250	20	29	13
MA_RS18940	NC_003552.1	4479515	4480285	-	771	459	466	58	53	54
MA_RS18945	NC_003552.1	4480698	4480952	-	255	156	113	120	110	71
MA_RS18950	NC_003552.1	4481236	4482048	-	813	2496	3211	658	380	440
MA_RS18955	NC_003552.1	4482164	4482517	-	354	751	526	29	40	30
MA_RS18960	NC_003552.1	4482900	4483250	-	351	3274	2434	89	138	56
MA_RS18965	NC_003552.1	4483667	4484944	-	1278	2715	2213	162	90	141
MA_RS18970	NC_003552.1	4485322	4487499	+	2178	547	416	7163	3368	4069
MA_RS18975	NC_003552.1	4487738	4488871	+	1134	247	211	2636	1481	1939
MA_RS18980	NC_003552.1	4488896	4489966	+	1071	460	368	1095	608	673
MA_RS18985	NC_003552.1	4489963	4490718	+	756	132	129	539	388	405
MA_RS18990	NC_003552.1	4491032	4491430	+	399	22407	23355	382	664	513
MA_RS19000	NC_003552.1	4492443	4492730	-	288	921	604	32	18	16
MA_RS28975	NC_003552.1	4493022	4493210	-	189	128	105	21	10	9
MA_RS19005	NC_003552.1	4493729	4495222	+	1494	918	807	290	202	234
MA_RS19010	NC_003552.1	4495495	4496739	-	1245	147	76	30	22	23
MA_RS27475	NC_003552.1	4499499	4499645	+	147	9	6	0	0	0
MA_RS29855	NC_003552.1	4499748	4499927	+	180	63	34	4	6	0
MA_RS19020	NC_003552.1	4500391	4500684	+	294	1592	1327	6	10	6
MA_RS19025	NC_003552.1	4501637	4502437	-	801	546	306	4	14	8
MA_RS19035	NC_003552.1	4503157	4503333	-	177	59	14	0	3	5
MA_RS19040	NC_003552.1	4503602	4504606	-	1005	299	310	76	34	58
MA_RS24800	NC_003552.1	4505521	4505991	-	471	256	207	18	8	16
MA_RS19055	NC_003552.1	4506486	4507166	+	681	106	46	8	18	0
MA_RS19060	NC_003552.1	4507960	4508202	+	243	241	157	2	8	0
MA_RS19065	NC_003552.1	4508624	4509754	+	1131	958	747	95	94	45
MA_RS19070	NC_003552.1	4510122	4510694	-	573	380	299	47	33	19
MA_RS19075	NC_003552.1	4511154	4511882	-	729	613	697	59	40	57
MA_RS19080	NC_003552.1	4512479	4513615	-	1137	348	368	49	34	72
MA_RS19085	NC_003552.1	4513829	4514626	-	798	136	90	18	8	2
MA_RS28980	NC_003552.1	4515422	4515568	+	147	131	95	72	35	44
MA_RS24805	NC_003552.1	4515648	4517282	-	1635	1295	1177	1216	906	933
MA_RS29545	NC_003552.1	4517507	4517629	-	123	9	4	0	0	0
MA_RS19100	NC_003552.1	4517626	4517811	-	186	41	13	0	0	0
MA_RS19105	NC_003552.1	4518093	4520309	-	2217	3211	2039	104	64	50
MA_RS19110	NC_003552.1	4520330	4520953	-	624	2124	1598	66	26	32
MA_RS19115	NC_003552.1	4520955	4521956	-	1002	3659	3381	79	43	70
MA_RS19120	NC_003552.1	4521959	4523323	-	1365	2099	1540	47	37	27
MA_RS29550	NC_003552.1	4525702	4525833	+	132	14	1	0	0	0
MA_RS19125	NC_003552.1	4525863	4526126	-	264	74	44	8	7	7
MA_RS19130	NC_003552.1	4526128	4527129	-	1002	469	388	93	76	73
MA_RS19135	NC_003552.1	4527195	4527782	-	588	199	177	12	13	6
MA_RS19140	NC_003552.1	4527795	4528535	-	741	550	582	132	40	50
MA_RS19145	NC_003552.1	4529199	4529918	-	720	2764	3008	242	114	99
MA_RS19150	NC_003552.1	4530054	4530548	+	495	94	86	4	17	26
MA_RS19155	NC_003552.1	4530801	4531157	-	357	72	101	68	95	64
MA_RS19160	NC_003552.1	4531728	4532552	+	825	2048	1916	286	184	235
MA_RS19165	NC_003552.1	4532713	4533507	+	795	990	737	138	182	141
MA_RS19170	NC_003552.1	4534112	4534918	+	807	422	397	51	53	69
MA_RS19175	NC_003552.1	4535295	4537088	+	1794	6617	7001	1361	767	961
MA_RS19180	NC_003552.1	4537146	4538174	+	1029	2847	3180	1044	562	669
MA_RS19185	NC_003552.1	4538527	4539690	+	1164	15243	16042	3545	2263	2471
MA_RS19190	NC_003552.1	4540138	4541253	+	1116	2111	1743	172	157	164
MA_RS19195	NC_003552.1	4541474	4542109	-	636	15404	12412	1026	738	717
MA_RS19200	NC_003552.1	4542185	4542634	-	450	5779	6570	168	165	112
MA_RS19205	NC_003552.1	4542926	4543996	-	1071	2736	2508	569	245	348
MA_RS19210	NC_003552.1	4544730	4545599	+	870	2650	2575	1479	930	951
MA_RS19215	NC_003552.1	4545709	4546452	+	744	2162	1712	864	403	531
MA_RS19220	NC_003552.1	4546753	4547916	+	1164	5810	5398	1046	511	699
MA_RS19225	NC_003552.1	4548286	4549512	+	1227	12765	12817	1746	1079	1246
MA_RS19230	NC_003552.1	4549509	4549874	+	366	1869	1646	616	392	423
MA_RS19235	NC_003552.1	4549933	4550517	+	585	3525	3994	187	179	133
MA_RS19240	NC_003552.1	4550549	4550734	+	186	587	560	122	57	94
MA_RS19245	NC_003552.1	4550736	4551323	+	588	4444	3398	2031	1968	2055
MA_RS19250	NC_003552.1	4551304	4551609	+	306	5044	5408	426	484	377
MA_RS19255	NC_003552.1	4551631	4551780	+	150	1213	1004	345	193	235
MA_RS19260	NC_003552.1	4552297	4552479	+	183	3205	2861	6	1	1
MA_RS28985	NC_003552.1	4553226	4559276	-	6051	14159	19666	1764	821	1147
MA_RS28990	NC_003552.1	4560677	4568131	-	7455	24485	36086	1658	873	1243
MA_RS28995	NC_003552.1	4569639	4575284	-	5646	39104	50702	2910	1505	1827
MA_RS19285	NC_003552.1	4577047	4577331	-	285	50	43	60	61	48
MA_RS19290	NC_003552.1	4577576	4578097	-	522	661	885	163	109	100
MA_RS19295	NC_003552.1	4578346	4579473	-	1128	5133	4978	1211	949	1012
MA_RS19300	NC_003552.1	4580938	4584000	+	3063	1724	1879	276	138	206
MA_RS19305	NC_003552.1	4584164	4585807	+	1644	3487	3560	473	183	322
MA_RS19310	NC_003552.1	4585800	4586354	+	555	4772	3703	1127	526	713
MA_RS19315	NC_003552.1	4586552	4586905	-	354	480	496	46	36	42
MA_RS19320	NC_003552.1	4587223	4587831	+	609	449	368	11	22	5
MA_RS19325	NC_003552.1	4587863	4588600	-	738	2201	2057	87	79	100
MA_RS19330	NC_003552.1	4588810	4588995	-	186	429	378	71	64	49
MA_RS19335	NC_003552.1	4589153	4590214	+	1062	3975	3060	266	299	230
MA_RS29000	NC_003552.1	4590622	4590798	+	177	47	52	2	6	20
MA_RS19350	NC_003552.1	4591864	4592412	-	549	1347	946	19	34	31
MA_RS19360	NC_003552.1	4594139	4595203	-	1065	2760	2702	302	173	213
MA_RS19365	NC_003552.1	4595383	4596405	-	1023	2126	1777	859	374	457
MA_RS19370	NC_003552.1	4596386	4597864	-	1479	4717	4319	1285	635	817
MA_RS19375	NC_003552.1	4597870	4598115	-	246	891	863	389	277	255
MA_RS19380	NC_003552.1	4598317	4598997	-	681	527	358	131	97	109
MA_RS19385	NC_003552.1	4599140	4600252	-	1113	1114	920	278	284	221
MA_RS19395	NC_003552.1	4601313	4601582	+	270	775	650	289	255	207
MA_RS19400	NC_003552.1	4602144	4603085	+	942	5584	5573	712	563	543
MA_RS19415	NC_003552.1	4603699	4605792	+	2094	1530	1513	322	251	199
MA_RS19420	NC_003552.1	4605922	4606155	+	234	82	94	8	4	7
MA_RS19425	NC_003552.1	4606226	4606747	+	522	328	281	86	63	72
MA_RS19430	NC_003552.1	4607006	4607407	+	402	97	83	16	8	8
