# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "locus_tag" "-a" "/home/nyako/projects/ProteinHunter/data/databases/target/methanosarcina_acetivorans/ncbi_dataset/data/GCF_000007345.1/genomic.gff" "-o" "counts/counts.txt" "-T" "8" "bam/SRR20281608.sorted.bam" "bam/SRR20281609.sorted.bam" "bam/SRR20281610.sorted.bam" "bam/SRR20281611.sorted.bam" "bam/SRR20280855.sorted.bam" "bam/SRR20280860.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR20281608.sorted.bam	bam/SRR20281609.sorted.bam	bam/SRR20281610.sorted.bam	bam/SRR20281611.sorted.bam	bam/SRR20280855.sorted.bam	bam/SRR20280860.sorted.bam
MA_RS20585	NC_003552.1	4838933	4839982	+	1050	323	303	268	183	603	489
MA_RS20590	NC_003552.1	4840075	4840449	-	375	342	163	134	83	214	183
MA_RS20595	NC_003552.1	4840813	4841193	+	381	2119	1584	1654	1010	2526	2246
MA_RS20600	NC_003552.1	4842768	4843088	+	321	419	346	360	301	396	435
MA_RS20605	NC_003552.1	4843185	4844606	-	1422	4257	3935	3441	3027	3625	4226
MA_RS20610	NC_003552.1	4845037	4845741	-	705	3600	3265	2800	2221	4187	3320
MA_RS20615	NC_003552.1	4846101	4846478	+	378	864	718	633	586	1516	1229
MA_RS20620	NC_003552.1	4846545	4846886	-	342	637	543	393	415	324	357
MA_RS27595	NC_003552.1	4847077	4847250	-	174	1025	872	1218	1003	1691	1560
MA_RS20625	NC_003552.1	4847430	4847969	-	540	2445	2095	1729	1274	2757	2438
MA_RS20630	NC_003552.1	4848137	4848562	+	426	3566	3532	3751	3785	3517	3189
MA_RS20635	NC_003552.1	4849066	4850733	+	1668	23051	19875	15161	15705	8926	12035
MA_RS20645	NC_003552.1	4854227	4854868	+	642	1704	1200	752	558	1138	1007
MA_RS20650	NC_003552.1	4854881	4856122	+	1242	1693	1566	1279	1021	1875	1768
MA_RS20655	NC_003552.1	4856166	4857380	+	1215	1349	1062	815	600	1323	1279
MA_RS20665	NC_003552.1	4858207	4858833	+	627	1638	1351	905	741	1180	1029
MA_RS20670	NC_003552.1	4859010	4860266	+	1257	7321	6141	5644	4445	4832	5510
MA_RS20675	NC_003552.1	4860546	4861925	-	1380	17965	13453	7833	6550	9993	10648
MA_RS27600	NC_003552.1	4862280	4862438	+	159	87	112	67	15	41	42
MA_RS20680	NC_003552.1	4862486	4863700	+	1215	1342	1048	879	822	927	981
MA_RS20685	NC_003552.1	4864192	4864800	+	609	5142	5241	3965	3540	9988	8147
MA_RS20690	NC_003552.1	4864919	4865647	+	729	464	414	281	246	769	647
MA_RS20695	NC_003552.1	4865796	4867532	-	1737	18959	14032	11570	9109	8631	9836
MA_RS20700	NC_003552.1	4867967	4868206	-	240	704	636	676	568	742	800
MA_RS20705	NC_003552.1	4868548	4869291	-	744	14496	13220	10090	11094	9996	12205
MA_RS20710	NC_003552.1	4869298	4869447	-	150	5878	4660	4946	4359	1727	2328
MA_RS20715	NC_003552.1	4870008	4871354	+	1347	13025	11090	11261	8523	13219	12516
MA_RS20725	NC_003552.1	4872860	4874485	-	1626	37039	25650	25093	16186	31725	30200
MA_RS26045	NC_003552.1	4874795	4875109	+	315	824587	936541	2362555	1359934	3208668	3835860
MA_RS20730	NC_003552.1	4875260	4875344	+	85	264	233	320	500	442	282
MA_RS20735	NC_003552.1	4875542	4876240	+	699	756	568	447	327	517	519
MA_RS27605	NC_003552.1	4876306	4876458	-	153	0	41	0	0	4	4
MA_RS20740	NC_003552.1	4877571	4879268	+	1698	6654	4999	4052	2487	3295	5176
MA_RS20745	NC_003552.1	4879279	4881228	+	1950	6941	5791	5494	3531	3666	5694
MA_RS29565	NC_003552.1	4881286	4881420	-	135	178	200	144	69	102	151
MA_RS20750	NC_003552.1	4881480	4882094	+	615	4254	3475	2525	1788	1760	2458
MA_RS20755	NC_003552.1	4882134	4883009	-	876	19760	16290	11354	9229	4651	7915
MA_RS20760	NC_003552.1	4883154	4884413	-	1260	30096	29459	27975	26647	11113	18238
MA_RS20765	NC_003552.1	4884750	4884971	-	222	13	8	8	4	34	28
MA_RS20770	NC_003552.1	4885036	4887024	+	1989	7185	5841	4739	4026	6543	6836
MA_RS20775	NC_003552.1	4887852	4888235	+	384	448	376	212	188	278	215
MA_RS20780	NC_003552.1	4888332	4888535	+	204	183	175	89	80	304	283
MA_RS20785	NC_003552.1	4889159	4889338	+	180	72528	39960	17385	11142	10515	12966
MA_RS20790	NC_003552.1	4889586	4889792	+	207	21487	20928	9935	7124	14799	12797
MA_RS20795	NC_003552.1	4890319	4891194	-	876	13190	10872	9723	7656	5395	6891
MA_RS20800	NC_003552.1	4891272	4891658	-	387	16298	12182	10520	7879	5996	8342
MA_RS20805	NC_003552.1	4891995	4893206	-	1212	724	628	552	477	609	630
MA_RS20810	NC_003552.1	4893518	4895242	-	1725	10270	8454	6161	5580	7691	8215
MA_RS20815	NC_003552.1	4895502	4895939	+	438	3683	2971	2338	1420	2873	3267
MA_RS20820	NC_003552.1	4895962	4896609	-	648	3033	2707	2634	2194	1819	2702
MA_RS20825	NC_003552.1	4897151	4897627	-	477	13683	12562	12312	9841	15292	14555
MA_RS20830	NC_003552.1	4897768	4898703	-	936	23269	20641	15021	12271	21904	25800
MA_RS20835	NC_003552.1	4898705	4899304	-	600	7790	7208	5744	5057	9434	10916
MA_RS20840	NC_003552.1	4899312	4900559	-	1248	33645	30126	26850	20778	24178	31120
MA_RS20845	NC_003552.1	4900556	4901059	-	504	10419	8877	6498	4874	4926	6655
MA_RS20850	NC_003552.1	4901065	4901508	-	444	5038	4390	1887	2511	3655	4569
MA_RS20855	NC_003552.1	4901678	4903255	-	1578	47744	42440	30676	26132	38766	38982
MA_RS20860	NC_003552.1	4903296	4904909	-	1614	45480	37175	26963	24035	24014	30493
MA_RS20865	NC_003552.1	4905152	4905955	-	804	3192	2929	2868	2302	2217	2244
MA_RS20870	NC_003552.1	4906076	4906969	-	894	6666	5297	4527	4251	4768	6225
MA_RS20875	NC_003552.1	4907489	4907824	+	336	15337	11513	9230	7182	4560	4248
MA_RS20880	NC_003552.1	4909264	4909566	+	303	11702	10354	9604	8008	14837	13095
MA_RS24830	NC_003552.1	4909666	4911591	+	1926	4543	3680	3007	2090	4006	3437
MA_RS20890	NC_003552.1	4911960	4912976	+	1017	5293	3723	2900	2216	2731	3028
MA_RS20895	NC_003552.1	4913001	4914008	+	1008	2923	2485	2174	2127	2396	2435
MA_RS20900	NC_003552.1	4914135	4915091	-	957	2857	2022	1629	1442	1472	1356
MA_RS20905	NC_003552.1	4915648	4917195	-	1548	11257	7931	7634	6784	7306	9076
MA_RS20910	NC_003552.1	4917467	4918072	+	606	9860	7139	7066	5248	17951	13881
MA_RS20915	NC_003552.1	4918449	4918814	+	366	1257	954	791	630	654	665
MA_RS20920	NC_003552.1	4920379	4921302	+	924	578	580	484	366	486	398
MA_RS20925	NC_003552.1	4921563	4922348	-	786	1012	1035	1424	964	2575	2054
MA_RS20930	NC_003552.1	4923111	4924727	-	1617	40503	37133	32398	28688	24487	31920
MA_RS20935	NC_003552.1	4925125	4926477	+	1353	946	639	487	477	830	736
MA_RS20940	NC_003552.1	4926667	4927371	+	705	2127	1584	1292	861	1668	1769
MA_RS20945	NC_003552.1	4927598	4927903	-	306	10047	8383	8213	5135	10194	14821
MA_RS20950	NC_003552.1	4927900	4928565	-	666	33506	28012	25599	16351	39302	52585
MA_RS20955	NC_003552.1	4929267	4929872	+	606	10166	7658	9140	3687	18480	13082
MA_RS20960	NC_003552.1	4930203	4931075	+	873	584	399	356	264	428	496
MA_RS20965	NC_003552.1	4931068	4931889	+	822	616	685	457	403	1064	1335
MA_RS20970	NC_003552.1	4931963	4932769	-	807	2039	1987	1587	1046	2580	3015
MA_RS20975	NC_003552.1	4932805	4933785	-	981	6213	5005	4732	3206	7160	8612
MA_RS20985	NC_003552.1	4934097	4934927	-	831	4272	3262	3275	2303	4863	5448
MA_RS20990	NC_003552.1	4934934	4935869	-	936	3323	1923	1716	573	3228	4191
MA_RS20995	NC_003552.1	4935909	4936904	-	996	3732	1957	2190	804	5447	6742
MA_RS27615	NC_003552.1	4937532	4937696	-	165	43909	17688	16964	5226	28303	26139
MA_RS21010	NC_003552.1	4938476	4940665	+	2190	21086	13980	12632	6694	20846	21288
MA_RS21015	NC_003552.1	4941117	4942214	+	1098	1859	1795	1494	1222	3305	2569
MA_RS21020	NC_003552.1	4942695	4942949	+	255	10180	5812	4015	3569	5404	6453
MA_RS29570	NC_003552.1	4943522	4943644	+	123	249	285	250	222	233	207
MA_RS21035	NC_003552.1	4945740	4946027	+	288	101	73	64	42	112	91
MA_RS27620	NC_003552.1	4946274	4946492	-	219	165	134	103	79	96	143
MA_RS21045	NC_003552.1	4946514	4947110	-	597	278	182	146	150	103	116
MA_RS21050	NC_003552.1	4947282	4948652	-	1371	3333	2785	2300	2384	1620	2372
MA_RS21055	NC_003552.1	4948917	4951190	-	2274	5977	5609	4859	3594	4105	6492
MA_RS21065	NC_003552.1	4952253	4953092	-	840	2572	2278	1730	1403	1633	1179
MA_RS21070	NC_003552.1	4953439	4954365	-	927	3669	3170	3080	1856	3188	5381
MA_RS21075	NC_003552.1	4954371	4954886	-	516	1385	1294	1041	608	582	1089
MA_RS21080	NC_003552.1	4955120	4955497	-	378	1513	1213	879	615	633	990
MA_RS21085	NC_003552.1	4955985	4956803	-	819	5537	4803	4447	3183	7602	7135
MA_RS21090	NC_003552.1	4956944	4957684	+	741	13715	15096	11494	10876	9335	9648
MA_RS21095	NC_003552.1	4957728	4958777	+	1050	25605	24035	26511	24384	16735	20368
MA_RS21100	NC_003552.1	4958795	4959967	+	1173	24408	20935	18599	16590	9419	12585
MA_RS21105	NC_003552.1	4959974	4960372	+	399	4466	3999	3275	3624	2752	3036
MA_RS21110	NC_003552.1	4960473	4961003	+	531	6065	7213	5464	4957	6892	8734
MA_RS21115	NC_003552.1	4961234	4962013	-	780	4871	4219	2723	2253	3435	3835
MA_RS21120	NC_003552.1	4962351	4964477	-	2127	18874	17131	14094	12935	13196	14091
MA_RS21125	NC_003552.1	4964806	4966035	+	1230	27653	22608	19075	15537	19244	19186
MA_RS21130	NC_003552.1	4966172	4967437	+	1266	21002	19383	19310	19049	15613	20714
MA_RS21140	NC_003552.1	4967646	4969622	-	1977	29366	20680	14056	9943	18313	20167
MA_RS21145	NC_003552.1	4969619	4970425	-	807	10712	8334	6510	4282	9531	10767
MA_RS21150	NC_003552.1	4970469	4971659	-	1191	15984	14754	10421	7415	15502	17711
MA_RS21155	NC_003552.1	4971656	4972765	-	1110	16807	11792	6848	4889	12126	13768
MA_RS21165	NC_003552.1	4973230	4975377	-	2148	19651	16161	14785	11934	8338	11166
MA_RS21170	NC_003552.1	4975823	4976740	+	918	1641	1329	1229	1077	1130	1025
MA_RS21175	NC_003552.1	4976923	4977162	-	240	3330	2972	3025	2166	8303	7208
MA_RS21180	NC_003552.1	4977707	4978015	+	309	30002	27847	26307	24395	32396	36126
MA_RS21185	NC_003552.1	4978223	4978588	+	366	12136	9123	10002	7588	9729	10934
MA_RS21190	NC_003552.1	4978585	4979811	+	1227	6197	5598	5839	5399	5897	6798
MA_RS21195	NC_003552.1	4980059	4980874	+	816	1297	906	679	575	981	657
MA_RS21200	NC_003552.1	4981095	4981808	-	714	20068	17494	13399	9547	11999	9558
MA_RS21205	NC_003552.1	4982291	4983577	+	1287	20937	16744	12851	9280	21605	17815
MA_RS21210	NC_003552.1	4983574	4984314	+	741	4659	3585	1834	1694	4411	3577
MA_RS21215	NC_003552.1	4984508	4985896	+	1389	1063	869	772	580	1221	1048
MA_RS21220	NC_003552.1	4986194	4986520	+	327	151	141	57	48	151	128
MA_RS27625	NC_003552.1	4986559	4986732	+	174	70	82	26	17	65	49
MA_RS21225	NC_003552.1	4986888	4987121	+	234	676	425	416	365	764	565
MA_RS21230	NC_003552.1	4987413	4987895	-	483	2172	1604	1503	1119	3717	2456
MA_RS21235	NC_003552.1	4988051	4989001	-	951	413	253	330	208	206	211
MA_RS21240	NC_003552.1	4989218	4989547	+	330	456	337	234	331	353	361
MA_RS21245	NC_003552.1	4989866	4990417	+	552	427	351	197	160	344	260
MA_RS21250	NC_003552.1	4990537	4990863	+	327	880	508	479	377	235	229
MA_RS21260	NC_003552.1	4991487	4992845	+	1359	4726	3566	3412	2593	3592	3998
MA_RS21265	NC_003552.1	4993189	4993611	+	423	50321	39450	49079	40117	15681	23455
MA_RS21270	NC_003552.1	4993713	4994069	-	357	4932	4758	4093	3408	3948	4904
MA_RS21275	NC_003552.1	4994383	4996134	-	1752	12639	10552	10113	7351	6024	9363
MA_RS21280	NC_003552.1	4996458	4998629	-	2172	3895	3578	3282	2408	3303	3223
MA_RS21285	NC_003552.1	4999225	5000655	+	1431	8942	6134	5139	4136	4453	5136
MA_RS21290	NC_003552.1	5000865	5001134	-	270	12737	7838	10562	5311	24275	22123
MA_RS21295	NC_003552.1	5001782	5003095	-	1314	2889	2111	1300	1079	2205	1999
MA_RS21300	NC_003552.1	5003360	5006089	+	2730	18038	13637	11612	9069	15347	15094
MA_RS21305	NC_003552.1	5006170	5007351	-	1182	1721	1324	1191	750	1148	1325
MA_RS21310	NC_003552.1	5007383	5008042	-	660	2421	2069	1581	1144	2038	2119
MA_RS21320	NC_003552.1	5008379	5010058	-	1680	7866	7355	7049	5398	5413	6336
MA_RS21325	NC_003552.1	5010139	5010432	+	294	915	868	795	596	601	911
MA_RS21330	NC_003552.1	5010454	5011647	+	1194	8386	6632	7853	5738	4086	5757
MA_RS21335	NC_003552.1	5011801	5012181	+	381	5736	5865	5901	6036	3027	3889
MA_RS21340	NC_003552.1	5012185	5012553	+	369	1280	1613	1347	1221	1165	1216
MA_RS28005	NC_003552.1	5012735	5013007	+	273	181	104	52	32	60	65
MA_RS27635	NC_003552.1	5013010	5013183	-	174	5575	4640	5589	4754	1139	1065
MA_RS21345	NC_003552.1	5013762	5014478	+	717	3147	2589	2507	1962	2070	1848
MA_RS27640	NC_003552.1	5014591	5014740	+	150	211	205	139	93	286	214
MA_RS21355	NC_003552.1	5015185	5015868	-	684	9206	7497	6610	4650	5018	8194
MA_RS21360	NC_003552.1	5016080	5016934	-	855	68715	56710	46641	35885	44235	50340
MA_RS21365	NC_003552.1	5017020	5017481	-	462	26218	21366	15280	11304	13927	15274
MA_RS21370	NC_003552.1	5017501	5018610	-	1110	22378	18238	15167	13318	10698	12136
MA_RS27645	NC_003552.1	5018895	5019071	+	177	8977	8993	12026	17356	12375	11172
MA_RS21375	NC_003552.1	5019162	5019488	+	327	3026	2206	1919	1441	2175	1822
MA_RS21380	NC_003552.1	5019631	5020065	+	435	3651	2971	2368	1578	3450	2857
MA_RS21385	NC_003552.1	5020502	5020918	-	417	30243	20437	11338	7805	26557	16939
MA_RS21395	NC_003552.1	5021763	5023106	+	1344	10979	9363	7955	6794	7198	8468
MA_RS21400	NC_003552.1	5023245	5024402	+	1158	8195	6425	5529	5297	4449	5678
MA_RS21405	NC_003552.1	5024676	5025488	+	813	6973	6647	7127	6623	4193	7064
MA_RS21410	NC_003552.1	5026451	5027116	-	666	62297	42636	40693	26532	51501	57938
MA_RS21415	NC_003552.1	5027438	5028418	+	981	1030	952	843	820	2069	1675
MA_RS21420	NC_003552.1	5028445	5029545	+	1101	629	657	364	242	455	407
MA_RS21425	NC_003552.1	5029914	5030093	+	180	1926	1513	1498	1123	3751	4095
MA_RS26065	NC_003552.1	5030157	5030839	-	683	3043	2887	1704	1200	2522	2787
MA_RS21440	NC_003552.1	5031007	5032260	-	1254	19769	17471	15391	13414	16608	20333
MA_RS21445	NC_003552.1	5032473	5032901	-	429	10993	8840	8554	7241	7452	7736
MA_RS21450	NC_003552.1	5032907	5033083	-	177	4253	2796	2073	1509	916	1043
MA_RS21455	NC_003552.1	5033138	5033794	-	657	32352	29177	25473	21644	30675	32497
MA_RS21460	NC_003552.1	5033826	5034095	-	270	7399	6147	5698	4678	6027	7036
MA_RS26070	NC_003552.1	5034115	5034270	-	156	12085	7119	8079	4566	1981	2495
MA_RS21465	NC_003552.1	5034570	5035172	-	603	13392	12438	9396	7626	13940	15136
MA_RS21470	NC_003552.1	5035178	5035546	-	369	23327	20033	18554	16016	13401	14549
MA_RS21475	NC_003552.1	5035636	5036085	-	450	17583	16406	13458	12438	17279	17170
MA_RS21480	NC_003552.1	5036381	5037655	-	1275	18832	12654	9163	8775	7305	7864
MA_RS21485	NC_003552.1	5038093	5038470	-	378	479	620	495	391	1042	818
MA_RS21490	NC_003552.1	5038452	5038697	-	246	1184	905	884	699	290	384
MA_RS27650	NC_003552.1	5039302	5039517	+	216	7793	6982	4902	4487	6911	6508
MA_RS21495	NC_003552.1	5039654	5039875	+	222	11175	8174	5141	4065	3563	4482
MA_RS21500	NC_003552.1	5040083	5041369	-	1287	401	393	307	248	341	351
MA_RS21510	NC_003552.1	5042745	5042819	+	75	1123	936	804	726	665	451
MA_RS21515	NC_003552.1	5042936	5043307	-	372	1412	867	851	573	659	420
MA_RS21520	NC_003552.1	5043454	5043672	+	219	950	622	758	786	793	768
MA_RS21525	NC_003552.1	5043673	5043915	+	243	1542	1409	738	597	1348	1364
MA_RS21530	NC_003552.1	5044148	5044756	-	609	1312	1165	1057	883	984	991
MA_RS21535	NC_003552.1	5045217	5045450	-	234	1489	1160	1344	847	771	1110
MA_RS21540	NC_003552.1	5046162	5046599	+	438	1014	887	517	464	431	502
MA_RS29575	NC_003552.1	5046612	5046743	+	132	116	83	61	39	26	43
MA_RS21545	NC_003552.1	5046757	5047002	+	246	1195	1082	1165	1183	1293	1775
MA_RS21550	NC_003552.1	5047389	5048819	+	1431	2724	2722	1737	1589	2558	2752
MA_RS21555	NC_003552.1	5049499	5050743	+	1245	5019	4428	6113	4771	19871	20932
MA_RS21560	NC_003552.1	5050740	5051513	+	774	442	384	204	180	300	312
MA_RS21570	NC_003552.1	5051833	5052066	+	234	4041	3829	3184	2334	4566	5300
MA_RS21575	NC_003552.1	5053011	5054297	+	1287	315	350	323	275	363	319
MA_RS29040	NC_003552.1	5054324	5054731	-	408	127	81	105	45	43	42
MA_RS21580	NC_003552.1	5054882	5056855	-	1974	1072	876	714	602	664	627
MA_RS21585	NC_003552.1	5057025	5057351	-	327	168	190	149	119	143	170
MA_RS21590	NC_003552.1	5057437	5058006	-	570	567	477	384	330	282	366
MA_RS21595	NC_003552.1	5058003	5058491	-	489	136	137	135	127	96	93
MA_RS27660	NC_003552.1	5058488	5058892	-	405	122	138	79	79	78	79
MA_RS21605	NC_003552.1	5059128	5059394	-	267	43	29	47	34	75	62
MA_RS21610	NC_003552.1	5059391	5059966	-	576	111	123	117	76	87	100
MA_RS21620	NC_003552.1	5060557	5061516	+	960	7255	6035	6415	5924	5135	5522
MA_RS21625	NC_003552.1	5061543	5061995	+	453	781	859	1139	907	1937	1990
MA_RS21630	NC_003552.1	5062220	5063749	+	1530	8052	6757	6457	5110	5264	5807
MA_RS21635	NC_003552.1	5063968	5064426	+	459	1064	1050	1211	800	1181	1350
MA_RS21640	NC_003552.1	5064612	5064696	-	85	55	42	79	129	72	95
MA_RS21645	NC_003552.1	5064764	5064835	-	72	50	64	33	157	24	34
MA_RS29860	NC_003552.1	5065945	5066049	+	105	561	475	680	506	620	868
MA_RS21650	NC_003552.1	5066075	5066455	+	381	4161	3502	3677	3122	4920	4680
MA_RS21655	NC_003552.1	5066431	5067318	+	888	7414	7261	5969	5072	11004	9890
MA_RS21660	NC_003552.1	5067457	5068638	+	1182	7491	6495	4995	4834	5466	5333
MA_RS21665	NC_003552.1	5069683	5070012	+	330	75312	78375	68692	68978	83068	106767
MA_RS21670	NC_003552.1	5070005	5071951	+	1947	473670	518293	375798	406074	494179	589987
MA_RS21675	NC_003552.1	5071956	5072204	+	249	11114	12934	6901	8405	40083	52833
MA_RS21680	NC_003552.1	5072405	5072956	+	552	128401	127293	68571	61568	78659	104082
MA_RS21685	NC_003552.1	5072963	5074045	+	1083	186767	230759	135536	142976	209792	275156
MA_RS21690	NC_003552.1	5074045	5074350	+	306	20607	19099	8384	6547	11145	15031
MA_RS21695	NC_003552.1	5074341	5076077	+	1737	529796	528051	364312	359290	291918	405594
MA_RS21700	NC_003552.1	5076080	5077462	+	1383	379561	399561	296500	343672	235685	308467
MA_RS21705	NC_003552.1	5077468	5078097	+	630	161995	185861	137742	143507	166917	233453
MA_RS21710	NC_003552.1	5078583	5080907	+	2325	3404	3159	3192	2679	3407	3724
MA_RS21715	NC_003552.1	5081050	5081514	+	465	1525	1416	1282	1163	3429	3015
MA_RS21720	NC_003552.1	5081539	5083230	-	1692	7364	4744	1886	2366	3998	3107
MA_RS21735	NC_003552.1	5084184	5084978	+	795	1984	1602	1336	1053	1579	1522
MA_RS21740	NC_003552.1	5085048	5086082	+	1035	2000	1353	1276	974	1558	1544
MA_RS21745	NC_003552.1	5086340	5087707	+	1368	258	294	331	198	261	269
MA_RS29580	NC_003552.1	5088261	5088383	-	123	2107	2359	3968	2713	1365	2777
MA_RS21750	NC_003552.1	5088682	5089536	+	855	2642	2419	2255	1965	3337	2763
MA_RS21755	NC_003552.1	5090220	5090411	+	192	4322	4232	3489	3040	4566	5434
MA_RS21760	NC_003552.1	5091455	5091862	+	408	147572	112833	80846	73044	45830	68094
MA_RS21765	NC_003552.1	5092840	5093718	-	879	3057	2253	1867	1386	1997	1819
MA_RS21770	NC_003552.1	5093970	5094392	-	423	10902	8843	7329	5919	2951	6321
MA_RS21775	NC_003552.1	5094804	5095697	-	894	832	793	666	515	938	1203
MA_RS21780	NC_003552.1	5096138	5096503	+	366	80	85	47	29	73	65
MA_RS21785	NC_003552.1	5097380	5098420	+	1041	163	160	98	62	114	127
MA_RS21790	NC_003552.1	5098421	5100175	+	1755	1468	1219	1049	737	981	1229
MA_RS21795	NC_003552.1	5100180	5101046	+	867	1089	668	474	430	314	438
MA_RS21800	NC_003552.1	5101057	5101446	+	390	1961	1678	1817	1513	1139	1098
MA_RS21805	NC_003552.1	5101449	5102750	+	1302	706	576	476	299	644	568
MA_RS27665	NC_003552.1	5103005	5103181	+	177	1369	1305	1013	624	668	669
MA_RS21810	NC_003552.1	5103325	5103987	-	663	1776	1447	928	737	1093	1339
MA_RS21815	NC_003552.1	5103950	5104774	-	825	1099	1067	743	589	752	777
MA_RS29865	NC_003552.1	5105102	5105572	-	471	151	248	147	75	96	82
MA_RS26290	NC_003552.1	5105536	5105790	-	255	45	42	16	33	57	34
MA_RS21825	NC_003552.1	5105843	5107090	-	1248	2485	2646	1751	1436	2373	2653
MA_RS27670	NC_003552.1	5107126	5107311	-	186	271	190	161	134	163	126
MA_RS21830	NC_003552.1	5107594	5108508	-	915	2219	1638	1642	1332	1163	1469
MA_RS21835	NC_003552.1	5108939	5109790	-	852	1518	1385	1493	1187	1217	1147
MA_RS29045	NC_003552.1	5110845	5111315	-	471	706	647	464	357	598	514
MA_RS29050	NC_003552.1	5111370	5111732	-	363	996	768	536	503	733	839
MA_RS21850	NC_003552.1	5112881	5113606	-	726	709	733	522	392	1008	830
MA_RS21860	NC_003552.1	5114025	5114096	-	72	120	102	138	174	147	144
MA_RS21865	NC_003552.1	5114285	5114839	-	555	9342	7864	7706	6050	5249	5777
MA_RS21870	NC_003552.1	5114867	5115181	-	315	9719	7051	6887	5271	4906	5639
MA_RS21880	NC_003552.1	5115974	5116348	+	375	6499	5430	5570	4742	4383	6051
MA_RS21885	NC_003552.1	5116986	5117288	+	303	6343	5438	5175	4155	3979	4045
MA_RS21890	NC_003552.1	5117417	5118415	-	999	6434	4637	3420	2851	2732	3283
MA_RS21895	NC_003552.1	5118713	5118889	+	177	1268	1183	1487	1506	1682	1946
MA_RS21900	NC_003552.1	5118988	5119959	-	972	14088	13316	11565	9681	7288	9566
MA_RS21905	NC_003552.1	5120172	5120525	-	354	1517	1506	1322	913	862	1533
MA_RS21910	NC_003552.1	5120652	5121419	-	768	3957	3740	3898	2346	1418	2855
MA_RS21915	NC_003552.1	5121420	5121980	-	561	3340	3329	2868	1714	1518	2792
MA_RS21920	NC_003552.1	5122105	5122800	-	696	2763	2941	3183	2143	2375	3482
MA_RS21925	NC_003552.1	5123013	5123513	+	501	7095	6218	6042	5063	5094	5788
MA_RS21930	NC_003552.1	5123731	5124153	+	423	282	286	216	253	179	246
MA_RS21935	NC_003552.1	5124165	5124866	-	702	2156	1853	1542	1282	998	1267
MA_RS21940	NC_003552.1	5125035	5126963	-	1929	13792	11859	10411	8083	8157	12336
MA_RS21945	NC_003552.1	5127315	5128016	+	702	1692	1335	927	807	885	885
MA_RS21950	NC_003552.1	5128215	5129048	-	834	2430	2052	1745	1453	2465	2216
MA_RS21955	NC_003552.1	5129045	5130046	-	1002	722	645	426	228	970	526
MA_RS21960	NC_003552.1	5130958	5132367	+	1410	7236	6147	6257	4141	4587	7902
MA_RS21965	NC_003552.1	5132369	5132716	+	348	1277	1116	1109	623	1042	1969
MA_RS21970	NC_003552.1	5132804	5133235	+	432	2709	2473	2792	2109	2289	3528
MA_RS21975	NC_003552.1	5133965	5134531	-	567	2534	1951	1638	1022	586	1017
MA_RS21990	NC_003552.1	5136553	5136852	+	300	1797	1440	1369	928	5146	2751
MA_RS21995	NC_003552.1	5136933	5137241	+	309	979	843	782	519	2595	1509
MA_RS22000	NC_003552.1	5137379	5137603	+	225	948	941	1468	1109	1035	1936
MA_RS22005	NC_003552.1	5137862	5138344	-	483	752	672	969	583	775	777
MA_RS22015	NC_003552.1	5138708	5140051	+	1344	30186	26604	21698	15497	25698	25937
MA_RS22025	NC_003552.1	5140863	5141915	+	1053	7354	8827	5288	5741	2783	4539
MA_RS22030	NC_003552.1	5141912	5143423	+	1512	7671	8390	4582	5474	2142	4051
MA_RS22035	NC_003552.1	5143426	5144169	+	744	3466	3092	1655	1624	589	1262
MA_RS22040	NC_003552.1	5144176	5145213	+	1038	7911	9317	7405	6809	2202	3982
MA_RS22045	NC_003552.1	5145289	5145774	-	486	1470	1184	1262	850	693	1172
MA_RS22050	NC_003552.1	5145829	5146947	-	1119	2081	1660	1443	1011	912	1102
MA_RS22055	NC_003552.1	5147328	5147864	+	537	1057	841	751	406	485	605
MA_RS26090	NC_003552.1	5148264	5148946	-	683	945	803	660	475	617	494
MA_RS22070	NC_003552.1	5149194	5149964	+	771	1243	952	812	674	860	980
MA_RS22075	NC_003552.1	5150148	5151632	-	1485	1472	1128	666	689	773	816
MA_RS22080	NC_003552.1	5151565	5152506	-	942	2092	1732	1923	1430	1310	1838
MA_RS27685	NC_003552.1	5153184	5153327	-	144	407	384	284	269	385	698
MA_RS22090	NC_003552.1	5153360	5153773	-	414	552	555	367	262	287	571
MA_RS22095	NC_003552.1	5153922	5154824	-	903	5020	4061	3960	3235	2832	2844
MA_RS26095	NC_003552.1	5155391	5155549	+	159	316	344	223	185	373	491
MA_RS22100	NC_003552.1	5155626	5156819	-	1194	6523	5295	4876	3776	5992	6177
MA_RS22105	NC_003552.1	5157331	5157870	+	540	653	467	526	435	495	525
MA_RS22110	NC_003552.1	5158022	5159614	-	1593	770	681	759	485	516	526
MA_RS22115	NC_003552.1	5160168	5160875	+	708	10896	8510	4749	5893	2578	3438
MA_RS22120	NC_003552.1	5161627	5162112	+	486	17465	14048	11805	11210	5150	7771
MA_RS22125	NC_003552.1	5162128	5163030	+	903	21143	17362	12625	12855	6347	8277
MA_RS22130	NC_003552.1	5163181	5163642	-	462	9017	8480	6659	5973	5173	7031
MA_RS22135	NC_003552.1	5163707	5164240	-	534	3860	3452	2401	2026	2820	3934
MA_RS22140	NC_003552.1	5164806	5165504	-	699	30018	28547	29690	31750	17263	28738
