locus_tag,old_locus_tag,current_start_pos,single_evidence_source,single_evidence_pos,gca_start,gca_agrees_with,revised_confidence
MA_RS15640,MA_2982,3717680,BLAST,3717611,3717611,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15670,MA_2988,3725608,BLAST,3725677,3725677,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15695,MA_2993,3730495,BLAST,3730513,3730471,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS15705,MA_2995,3732389,BLAST,3732428,3732407,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS29480,MA_3001,3736514,BLAST,3736499,3736499,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15745,MA_3006,3739179,BLAST,3739146,3739146,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15750,MA_3007,3740041,BLAST,3740035,3740035,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15755,MA_3008,3741869,BLAST,3741896,3741896,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15785,MA_3015,3747033,BLAST,3747030,3747030,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15815,MA_3021,3753783,BLAST,3753750,3753771,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS15830,MA_3024,3758146,BLAST,3758137,3758137,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15840,MA_3026,3761287,BLAST,3761398,3761335,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS15870,MA_3030,3765072,BLAST,3765045,3765045,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15945,MA_3047,3783508,BLAST,3783397,3783433,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS15955,MA_3049,3786207,BLAST,3786195,3786153,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS27310,MA_3053,3793292,BLAST,3793295,3793295,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS15980,MA_3055,3796068,BLAST,3796077,3796077,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16005,MA_3060,3800392,BLAST,3800431,3800431,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16030,MA_3065,3805162,BLAST,3805171,3805171,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16055,MA_3070,3810519,BLAST,3810588,3810588,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16060,MA_3071,3812605,BLAST,3812611,3812611,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16070,MA_3073,3814373,BLAST,3814337,3814337,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16075,MA_3074,3816370,BLAST,3816412,3816412,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16125,MA_3084,3827038,BLAST,3826999,3826999,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16140,MA_3086,3830873,BLAST,3831038,3831038,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16145,MA_3087,3833994,BLAST,3834120,3834120,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16190,MA_3094,3842337,BLAST,3842262,3842262,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24730,MA_3101,3851064,BLAST,3851040,3851040,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16250,MA_3105,3861507,BLAST,3861459,3861459,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16265,MA_3109,3866804,RNA-seq,3866846,3866846,RNA-seqと一致,高確信度相当(格上げ): RNA-seq+GCA旧アノテーションの2系統一致
MA_RS16275,MA_3111,3868289,BLAST,3868304,3868304,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16300,MA_3117,3871970,BLAST,3871961,3871961,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16305,MA_3118,3872796,BLAST,3872784,3872784,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16310,MA_3119,3874134,BLAST,3874125,3874125,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16315,MA_3120,3874988,BLAST,3874976,3874976,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16325,MA_3122,3878876,BLAST,3878798,3878798,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16340,MA_3125,3882609,BLAST,3882483,3882483,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS28875,MA_3133,3893955,BLAST,3893964,3893964,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16400,MA_3134,3894682,BLAST,3894616,3894616,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16405,MA_3135,3895584,BLAST,3895563,3895563,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16425,MA_3139,3898288,BLAST,3898273,3898273,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16475,MA_3150,3911914,BLAST,3911959,3911959,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16525,MA_3161,3921059,BLAST,3921068,3921068,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16545,MA_3165,3923121,BLAST,3923190,3923190,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16555,MA_3167,3924477,BLAST,3924501,3924501,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16590,MA_3174,3934621,BLAST,3934636,3934636,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16620,MA_3181,3942319,BLAST,3942280,3942280,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16625,MA_3182,3945109,BLAST,3945142,3945142,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16740,MA_3206,3970461,BLAST,3970491,3970491,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16900,MA_3238,3999683,BLAST,3999644,3999644,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16935,MA_3246,4006576,BLAST,4006597,4006597,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS16940,MA_3247,4008895,BLAST,4008904,4008904,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17005,MA_3259,4021451,BLAST,4021247,4021247,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17030,MA_3264,4027135,BLAST,4026982,4026982,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17065,MA_3270,4035322,BLAST,4035244,4035244,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17070,MA_3271,4036752,BLAST,4036743,4036743,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS28905,MA_3272,4038674,BLAST,4038740,4038740,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS28915,MA_3274,4040179,BLAST,4040215,4040038,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS17090,MA_3275,4041486,BLAST,4041528,4041528,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17125,MA_3282,4048445,BLAST,4048433,4048433,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17175,MA_3292,4061901,BLAST,4061616,4061616,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17200,MA_3297,4068958,BLAST,4068949,4068949,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17255,MA_3302,4076683,BLAST,4076704,4076704,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17310,MA_3313,4085987,BLAST,4085930,4085930,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS25815,MA_3316,4090404,BLAST,4090461,4090461,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17395,MA_3330,4110347,BLAST,4110419,4110419,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17405,MA_3334,4115174,BLAST,4115171,4115171,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17425,MA_3338,4121842,BLAST,4121845,4121845,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17470,MA_3347,4134123,BLAST,4134129,4134129,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17580,MA_3369,4162200,BLAST,4162164,4162164,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17590,MA_3371,4168489,BLAST,4168513,4168513,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17645,MA_3381,4180386,BLAST,4180452,4180452,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17705,MA_3392,4194841,BLAST,4194871,4194880,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS17785,MA_3406,4212007,BLAST,4212013,4212013,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17790,MA_3407,4212213,BLAST,4212198,4212198,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17805,MA_3410,4216405,BLAST,4216396,4216396,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17900,MA_3430,4232597,BLAST,4232564,4232564,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17940,MA_3437,4242276,BLAST,4242216,4242216,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17950,MA_3439,4243519,BLAST,4243510,4243510,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS17960,MA_3441,4246270,BLAST,4246285,4246285,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18010,MA_3449,4255870,BLAST,4255864,4255864,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18015,MA_3450,4256782,BLAST,4256674,4256674,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18025,MA_3452,4258734,BLAST,4258695,4258695,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18030,MA_3453,4259985,BLAST,4259886,4259886,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18050,MA_3456,4265446,BLAST,4265452,4265452,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18080,MA_3461,4270669,BLAST,4270663,4270663,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18095,MA_3464,4274088,BLAST,4273923,4274109,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS18105,MA_3466,4276107,BLAST,4276035,4276035,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18125,MA_3469,4280620,BLAST,4280638,4280638,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24770,MA_3471,4295529,BLAST,4295559,4295559,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18175,MA_3477,4304895,BLAST,4304910,4304910,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18195,MA_3481,4308644,BLAST,4308671,4308671,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18270,MA_3494,4328285,BLAST,4328234,4328234,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18275,MA_3495,4329656,BLAST,4329647,4329647,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18295,MA_3499,4337027,BLAST,4336973,4336973,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18345,MA_3509,4346148,BLAST,4346136,4346136,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18380,MA_3516,4353040,BLAST,4353148,4353148,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18400,MA_3522,4357829,BLAST,4357871,4357871,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18415,MA_3525,4359569,BLAST,4359389,4359389,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18445,MA_3531,4367611,BLAST,4367593,4367593,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18450,MA_3532,4368371,BLAST,4368341,4368341,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18465,MA_3535,4370564,BLAST,4370528,4370528,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18480,MA_3538,4374032,BLAST,4374050,4374050,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24775,MA_3543,4382156,BLAST,4382186,4382186,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18550,MA_3552,4390961,BLAST,4390994,4390994,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18570,MA_3556,4396350,BLAST,4396368,4396368,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18760,MA_3596,4436838,BLAST,4436814,4436814,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24790,MA_3597,4437669,BLAST,4437678,4437678,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18790,MA_3602,4443776,BLAST,4443782,4443782,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18795,MA_3603,4444216,BLAST,4444237,4444237,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18820,MA_3609,4450117,BLAST,4450063,4450063,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18850,MA_3615,4461403,BLAST,4461412,4461412,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18940,MA_3633,4480285,BLAST,4480351,4480351,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18950,MA_3635,4482048,BLAST,4482084,4482084,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18955,MA_3636,4482517,BLAST,4482562,4482562,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS18970,MA_3639,4485322,BLAST,4485265,4485265,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19005,MA_3645,4493729,BLAST,4493684,4493684,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19020,MA_3649,4500391,BLAST,4500355,4500355,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19075,MA_3660,4511882,BLAST,4511900,4511900,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19085,MA_3662,4514626,BLAST,4514749,4514749,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS24805,MA_3664,4517282,BLAST,4517315,4517450,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS19185,MA_3682,4538527,BLAST,4538515,4538515,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19190,MA_3683,4540138,BLAST,4540123,4540123,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19215,MA_3688,4545709,BLAST,4545661,4545661,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19225,MA_3690,4548286,BLAST,4548181,4548181,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS28990,MA_3699,4568131,BLAST,4568248,4568248,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19290,MA_3702,4578097,BLAST,4578106,4578106,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19295,MA_3703,4579473,BLAST,4579584,4579584,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19330,MA_3710,4588995,BLAST,4589016,4589016,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19360,MA_3715,4595203,BLAST,4595254,4595254,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19380,MA_3719,4598997,BLAST,4599054,4599054,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19425,MA_3728,4606226,BLAST,4606220,4606220,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19430,MA_3729,4607006,BLAST,4606997,4606913,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS19440,MA_3731,4608518,BLAST,4608530,4608530,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19480,MA_3737,4612744,BLAST,4612729,4612729,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19505,MA_3743,4616947,BLAST,4616938,4616938,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19525,MA_3747,4622867,BLAST,4622900,4622900,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19545,MA_3751,4626364,BLAST,4626367,4626367,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19550,MA_3752,4629149,BLAST,4629239,4629239,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19650,MA_3773,4658802,BLAST,4658823,4658823,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19665,MA_3776,4660648,BLAST,4660660,4660660,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19715,MA_3786,4669652,BLAST,4669598,4669598,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS19910,MA_3821,4702654,BLAST,4702453,4702453,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20035,MA_3841,4720733,BLAST,4720799,4720799,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20060,MA_3845,4726397,BLAST,4726358,4726358,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20075,MA_3849,4730811,BLAST,4730865,4730772,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS20110,MA_3855,4737389,BLAST,4737380,4737380,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20120,MA_3857,4739356,BLAST,4739362,4739362,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20130,MA_3859,4740864,BLAST,4740915,4740915,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20170,MA_3867,4752381,BLAST,4752396,4752396,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20190,MA_3871,4756155,BLAST,4756146,4756146,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20230,MA_3879,4767865,BLAST,4767892,4767892,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20240,MA_3881,4772145,BLAST,4772127,4772127,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20245,MA_3882,4773481,BLAST,4773388,4773388,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20305,MA_3890,4783582,BLAST,4783546,4783546,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20320,MA_3893,4787124,BLAST,4787121,4787121,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20335,MA_3896,4790131,BLAST,4790122,4790122,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20365,MA_3902,4797309,BLAST,4797306,4797306,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20395,MA_3907,4803824,BLAST,4803728,4803716,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS20405,MA_3909,4805598,BLAST,4805514,4805514,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20415,MA_3910,4806819,BLAST,4806600,4806600,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20470,MA_3921,4821266,BLAST,4821401,4821401,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20485,MA_3924,4823833,BLAST,4823740,4823740,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20490,MA_3925,4824967,BLAST,4824958,4824958,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20495,MA_3926,4825801,BLAST,4825789,4825789,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20525,MA_3932,4830099,BLAST,4830177,4830228,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS20555,MA_3939,4834442,BLAST,4834433,4834433,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20570,MA_3942,4837070,BLAST,4837061,4837061,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20580,MA_3944,4838053,BLAST,4837996,4837996,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20585,MA_3945,4838933,BLAST,4838918,4838918,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20605,MA_3950,4844606,BLAST,4844666,4844666,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20655,MA_3959,4856166,BLAST,4856151,4856151,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20665,MA_3960,4858207,BLAST,4857925,4857925,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20680,MA_3963,4862486,BLAST,4862462,4862462,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20695,MA_3967,4867532,BLAST,4867559,4867538,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS20715,MA_3971,4870008,BLAST,4869999,4869999,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20725,MA_3972,4874485,BLAST,4874500,4874500,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20750,MA_3977,4881480,BLAST,4881396,4881396,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20820,MA_4674,4896609,BLAST,4896615,4896597,いずれとも異なる(第3の候補),中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS20825,MA_3991,4897627,BLAST,4897642,4897642,BLAST・RNA-seq両方と一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
MA_RS20850,MA_3996,4901508,BLAST,4901574,4901541,RNA-seqと一致,中確信度: 上流への延長の可能性(片方の証拠のみ)
MA_RS20905,MA_4007,4917195,BLAST,4917213,4917213,BLASTと一致,高確信度相当(格上げ): BLAST+GCA旧アノテーションの2系統一致
