locus_tag,old_locus_tag,gcf_start,gca_start,diff_bp,diff_codons,frame_shift_flag
MA_RS19510,MA_3744,4619561,4619561,0,0.0,False
MA_RS19515,MA_3745,4619633,4619633,0,0.0,False
MA_RS19520,MA_3746,4621751,4621751,0,0.0,False
MA_RS19525,MA_3747,4622867,4622900,33,11.0,False
MA_RS19530,MA_3748,4624056,4624056,0,0.0,False
MA_RS19535,MA_3749,4624682,4624682,0,0.0,False
MA_RS19540,MA_3750,4625697,4625697,0,0.0,False
MA_RS19545,MA_3751,4626364,4626367,3,1.0,False
MA_RS19550,MA_3752,4629149,4629239,90,30.0,False
MA_RS19555,MA_3753,4632224,4632224,0,0.0,False
MA_RS19560,MA_3754,4635251,4635251,0,0.0,False
MA_RS19565,MA_3755,4636519,4636519,0,0.0,False
MA_RS19570,MA_3756,4636598,4636598,0,0.0,False
MA_RS19575,MA_3757,4637764,4637764,0,0.0,False
MA_RS19580,MA_3758,4639850,4639850,0,0.0,False
MA_RS19585,MA_3759,4640190,4640190,0,0.0,False
MA_RS19590,MA_3760,4641431,4641431,0,0.0,False
MA_RS19595,MA_3761,4643791,4643791,0,0.0,False
MA_RS19605,MA_3763,4646104,4646104,0,0.0,False
MA_RS19610,MA_3764,4646743,4646743,0,0.0,False
MA_RS19620,MA_3766,4651572,4651572,0,0.0,False
MA_RS19625,MA_3767,4652434,4652434,0,0.0,False
MA_RS19650,MA_3773,4658802,4658823,21,7.0,False
MA_RS19665,MA_3776,4660648,4660660,12,4.0,False
MA_RS19670,MA_3777,4661485,4661485,0,0.0,False
MA_RS19675,MA_3778,4662291,4662291,0,0.0,False
MA_RS19680,MA_3779,4663220,4663220,0,0.0,False
MA_RS19685,MA_3780,4663852,4663852,0,0.0,False
MA_RS19690,MA_3781,4665244,4665244,0,0.0,False
MA_RS19695,MA_3782,4666853,4666853,0,0.0,False
MA_RS19700,MA_3783,4668010,4668010,0,0.0,False
MA_RS19705,MA_3784,4668413,4668413,0,0.0,False
MA_RS19715,MA_3786,4669652,4669598,54,18.0,False
MA_RS19720,MA_3787,4670515,4670515,0,0.0,False
MA_RS19725,MA_3788,4673104,4673104,0,0.0,False
MA_RS19735,MA_3789,4674743,4674743,0,0.0,False
MA_RS19745,MA_3790,4676151,4676151,0,0.0,False
MA_RS19750,MA_3791,4676998,4676998,0,0.0,False
MA_RS19755,MA_3792,4678692,4678692,0,0.0,False
MA_RS19760,MA_3793,4680469,4680433,-36,-12.0,False
MA_RS19765,MA_3794,4680788,4680788,0,0.0,False
MA_RS19770,MA_3796,4682886,4682886,0,0.0,False
MA_RS19775,MA_3797,4684619,4684619,0,0.0,False
MA_RS19785,MA_3798,4685239,4685239,0,0.0,False
MA_RS19790,MA_3799,4686036,4686036,0,0.0,False
MA_RS19800,MA_3801,4688572,4688680,108,36.0,False
MA_RS19810,MA_3802,4689695,4689704,9,3.0,False
MA_RS19815,MA_3803,4690095,4690077,-18,-6.0,False
MA_RS19820,MA_3804,4690506,4690506,0,0.0,False
MA_RS19830,MA_3806,4693391,4693391,0,0.0,False
MA_RS19840,MA_3808,4694595,4694574,-21,-7.0,False
MA_RS19845,MA_3809,4694973,4694973,0,0.0,False
MA_RS19850,MA_3810,4695401,4695401,0,0.0,False
MA_RS19855,MA_3811,4695650,4695680,30,10.0,False
MA_RS19860,MA_3812,4696523,4696523,0,0.0,False
MA_RS19865,MA_3813,4697140,4697140,0,0.0,False
MA_RS19870,MA_3814,4697530,4697539,9,3.0,False
MA_RS19875,MA_3815,4697799,4697799,0,0.0,False
MA_RS19880,MA_3816,4698718,4698718,0,0.0,False
MA_RS19885,MA_3817,4699176,4699191,15,5.0,False
MA_RS19890,MA_3818,4699859,4699799,-60,-20.0,False
MA_RS19895,MA_3819,4700152,4700152,0,0.0,False
MA_RS19900,MA_3820,4700665,4700665,0,0.0,False
MA_RS19910,MA_3821,4702654,4702453,201,67.0,False
MA_RS19920,MA_3823,4705266,4705266,0,0.0,False
MA_RS19925,MA_3824,4706667,4706667,0,0.0,False
MA_RS19930,MA_3825,4707002,4707002,0,0.0,False
MA_RS19935,MA_3826,4708570,4708570,0,0.0,False
MA_RS19940,MA_3827,4708795,4708804,9,3.0,False
MA_RS19945,MA_3828,4709313,4709313,0,0.0,False
MA_RS19950,MA_3829,4711473,4711506,33,11.0,False
MA_RS19955,MA_3830,4711948,4711891,-57,-19.0,False
MA_RS19960,MA_3831,4712575,4712575,0,0.0,False
MA_RS19965,MA_3832,4712983,4712983,0,0.0,False
MA_RS19970,MA_3833,4713646,4713646,0,0.0,False
MA_RS19975,MA_3834,4714460,4714460,0,0.0,False
MA_RS19980,MA_3835,4715053,4715062,9,3.0,False
MA_RS20000,MA_3837,4716686,4716686,0,0.0,False
MA_RS20025,MA_3839,4718197,4718197,0,0.0,False
MA_RS20030,MA_3840,4719718,4719727,9,3.0,False
MA_RS20035,MA_3841,4720733,4720799,66,22.0,False
MA_RS20060,MA_3845,4726397,4726358,39,13.0,False
MA_RS20065,MA_3846,4728294,4728294,0,0.0,False
MA_RS20075,MA_3849,4730811,4730772,-39,-13.0,False
MA_RS20080,MA_3850,4731282,4731282,0,0.0,False
MA_RS20085,MA_3851,4731759,4731759,0,0.0,False
MA_RS20100,MA_3853,4734881,4734881,0,0.0,False
MA_RS20105,MA_3854,4736582,4736582,0,0.0,False
MA_RS20110,MA_3855,4737389,4737380,9,3.0,False
MA_RS20115,MA_3856,4737766,4737766,0,0.0,False
MA_RS20120,MA_3857,4739356,4739362,6,2.0,False
MA_RS20125,MA_3858,4740241,4740241,0,0.0,False
MA_RS20130,MA_3859,4740864,4740915,51,17.0,False
MA_RS20135,MA_3860,4742325,4742325,0,0.0,False
MA_RS20140,MA_3861,4744745,4744745,0,0.0,False
MA_RS20145,MA_3862,4745282,4745282,0,0.0,False
MA_RS20150,MA_3863,4746750,4746750,0,0.0,False
MA_RS20155,MA_3864,4747748,4747748,0,0.0,False
MA_RS20160,MA_3865,4749062,4749062,0,0.0,False
MA_RS20165,MA_3866,4751563,4751563,0,0.0,False
MA_RS20170,MA_3867,4752381,4752396,15,5.0,False
MA_RS20175,MA_3868,4752717,4752696,21,7.0,False
MA_RS20180,MA_3869,4753758,4753758,0,0.0,False
MA_RS20185,MA_3870,4754776,4754776,0,0.0,False
MA_RS20190,MA_3871,4756155,4756146,9,3.0,False
MA_RS20195,MA_4682,4756660,4756660,0,0.0,False
MA_RS20200,MA_3873,4757421,4757421,0,0.0,False
MA_RS20205,MA_3874,4758169,4758169,0,0.0,False
MA_RS20210,MA_3875,4760772,4760748,-24,-8.0,False
MA_RS20215,MA_3876,4761788,4761788,0,0.0,False
MA_RS20220,MA_3877,4763170,4763170,0,0.0,False
MA_RS20225,MA_3878,4764688,4764688,0,0.0,False
MA_RS20230,MA_3879,4767865,4767892,27,9.0,False
MA_RS20235,MA_3880,4768898,4768898,0,0.0,False
MA_RS20240,MA_3881,4772145,4772127,18,6.0,False
MA_RS20245,MA_3882,4773481,4773388,93,31.0,False
MA_RS20250,MA_3883,4774824,4774824,0,0.0,False
MA_RS20255,MA_3884,4775533,4775533,0,0.0,False
MA_RS20260,MA_3885,4775910,4775910,0,0.0,False
MA_RS20265,MA_3886,4776875,4776875,0,0.0,False
MA_RS20275,MA_3887,4779134,4779134,0,0.0,False
MA_RS20300,MA_3889,4782554,4782635,-81,-27.0,False
MA_RS20305,MA_3890,4783582,4783546,36,12.0,False
MA_RS20310,MA_3891,4785195,4785195,0,0.0,False
MA_RS20315,MA_3892,4786416,4786416,0,0.0,False
MA_RS20320,MA_3893,4787124,4787121,3,1.0,False
MA_RS20325,MA_3894,4788797,4788797,0,0.0,False
MA_RS20330,MA_3895,4789281,4789281,0,0.0,False
MA_RS20335,MA_3896,4790131,4790122,9,3.0,False
MA_RS20340,MA_3897,4790475,4790475,0,0.0,False
MA_RS20345,MA_3898,4790855,4790855,0,0.0,False
MA_RS20350,MA_3899,4792469,4792469,0,0.0,False
MA_RS20355,MA_3900,4793975,4793975,0,0.0,False
MA_RS20360,MA_3901,4795539,4795539,0,0.0,False
MA_RS20365,MA_3902,4797309,4797306,3,1.0,False
MA_RS20370,MA_3903,4797994,4797994,0,0.0,False
MA_RS20380,MA_3904,4800408,4800408,0,0.0,False
MA_RS20385,MA_3905,4801166,4801160,6,2.0,False
MA_RS20390,MA_3906,4802764,4802764,0,0.0,False
MA_RS20395,MA_3907,4803824,4803716,108,36.0,False
MA_RS20400,MA_3908,4804631,4804631,0,0.0,False
MA_RS20405,MA_3909,4805598,4805514,84,28.0,False
MA_RS20415,MA_3910,4806819,4806600,219,73.0,False
MA_RS20420,MA_3911,4808243,4808243,0,0.0,False
MA_RS20425,MA_3912,4808583,4808583,0,0.0,False
MA_RS20435,MA_3914,4813475,4813475,0,0.0,False
MA_RS20440,MA_3915,4815001,4815001,0,0.0,False
MA_RS20445,MA_3916,4815215,4815179,36,12.0,False
MA_RS20450,MA_3917,4815571,4815556,15,5.0,False
MA_RS20455,MA_3918,4817101,4817101,0,0.0,False
MA_RS20460,MA_3919,4819298,4819298,0,0.0,False
MA_RS20465,MA_3920,4820295,4820295,0,0.0,False
MA_RS20470,MA_3921,4821266,4821401,135,45.0,False
MA_RS20475,MA_3922,4822504,4822543,39,13.0,False
MA_RS20480,MA_3923,4822742,4822733,9,3.0,False
MA_RS20485,MA_3924,4823833,4823740,93,31.0,False
MA_RS20490,MA_3925,4824967,4824958,9,3.0,False
MA_RS20495,MA_3926,4825801,4825789,12,4.0,False
MA_RS20500,MA_3927,4826221,4826221,0,0.0,False
MA_RS20505,MA_3928,4826643,4826643,0,0.0,False
MA_RS20510,MA_3929,4827095,4827095,0,0.0,False
MA_RS20525,MA_3932,4830099,4830228,129,43.0,False
MA_RS20530,MA_3933,4830634,4830634,0,0.0,False
MA_RS20535,MA_3934,4831442,4831442,0,0.0,False
MA_RS20540,MA_3935,4831834,4831834,0,0.0,False
MA_RS20545,MA_3937,4832922,4832922,0,0.0,False
MA_RS20550,MA_3938,4834086,4834086,0,0.0,False
MA_RS20555,MA_3939,4834442,4834433,9,3.0,False
MA_RS20560,MA_3940,4835022,4835022,0,0.0,False
MA_RS20565,MA_3941,4835991,4835991,0,0.0,False
MA_RS20570,MA_3942,4837070,4837061,9,3.0,False
MA_RS20575,MA_3943,4837429,4837429,0,0.0,False
MA_RS20580,MA_3944,4838053,4837996,57,19.0,False
MA_RS20585,MA_3945,4838933,4838918,15,5.0,False
MA_RS20590,MA_3946,4840449,4840449,0,0.0,False
MA_RS20595,MA_3947,4840813,4840732,81,27.0,False
MA_RS20600,MA_3949,4842768,4842768,0,0.0,False
MA_RS20605,MA_3950,4844606,4844666,60,20.0,False
MA_RS20610,MA_3951,4845741,4845741,0,0.0,False
MA_RS20615,MA_3952,4846101,4846101,0,0.0,False
MA_RS20620,MA_3953,4846886,4846886,0,0.0,False
MA_RS20625,MA_3954,4847969,4847981,12,4.0,False
MA_RS20635,MA_3956,4849066,4849066,0,0.0,False
MA_RS20645,MA_3957,4854227,4854227,0,0.0,False
MA_RS20650,MA_3958,4854881,4854881,0,0.0,False
MA_RS20655,MA_3959,4856166,4856151,15,5.0,False
MA_RS20665,MA_3960,4858207,4857925,282,94.0,False
MA_RS20670,MA_3961,4859010,4859112,-102,-34.0,False
MA_RS20675,MA_3962,4861925,4861673,-252,-84.0,False
MA_RS20680,MA_3963,4862486,4862462,24,8.0,False
MA_RS20685,MA_3965,4864192,4864192,0,0.0,False
MA_RS20690,MA_3966,4864919,4864919,0,0.0,False
MA_RS20695,MA_3967,4867532,4867538,6,2.0,False
MA_RS20700,MA_3968,4868206,4868206,0,0.0,False
MA_RS20705,MA_3969,4869291,4869291,0,0.0,False
MA_RS20710,MA_3970,4869447,4869456,9,3.0,False
MA_RS20715,MA_3971,4870008,4869999,9,3.0,False
MA_RS20725,MA_3972,4874485,4874500,15,5.0,False
MA_RS20735,MA_3974,4875542,4875542,0,0.0,False
MA_RS20740,MA_3975,4877571,4876674,897,299.0,False
MA_RS20745,MA_3976,4879279,4879225,54,18.0,False
MA_RS20750,MA_3977,4881480,4881396,84,28.0,False
MA_RS20755,MA_3978,4883009,4883009,0,0.0,False
MA_RS20760,MA_3979,4884413,4884413,0,0.0,False
MA_RS20765,MA_3980,4884971,4884998,27,9.0,False
MA_RS20770,MA_3981,4885036,4885036,0,0.0,False
MA_RS20775,MA_3983,4887852,4887852,0,0.0,False
MA_RS20780,MA_3984,4888332,4888332,0,0.0,False
MA_RS20795,MA_3986,4891194,4891194,0,0.0,False
MA_RS20800,MA_3987,4891658,4891658,0,0.0,False
MA_RS20805,MA_3988,4893206,4893179,-27,-9.0,False
MA_RS20810,MA_3989,4895242,4895242,0,0.0,False
MA_RS20815,MA_3990,4895502,4895502,0,0.0,False
MA_RS20820,MA_4674,4896609,4896597,-12,-4.0,False
MA_RS20825,MA_3991,4897627,4897642,15,5.0,False
MA_RS20830,MA_3992,4898703,4898703,0,0.0,False
MA_RS20835,MA_3993,4899304,4899304,0,0.0,False
MA_RS20840,MA_3994,4900559,4900559,0,0.0,False
MA_RS20845,MA_3995,4901059,4901068,9,3.0,False
MA_RS20850,MA_3996,4901508,4901541,33,11.0,False
MA_RS20855,MA_3997,4903255,4903255,0,0.0,False
MA_RS20860,MA_3998,4904909,4904909,0,0.0,False
MA_RS20865,MA_3999,4905955,4905955,0,0.0,False
MA_RS20870,MA_4000,4906969,4906996,27,9.0,False
MA_RS20880,MA_4002,4909264,4909264,0,0.0,False
MA_RS20890,MA_4004,4911960,4911960,0,0.0,False
MA_RS20895,MA_4005,4913001,4913001,0,0.0,False
MA_RS20900,MA_4006,4915091,4915112,21,7.0,False
MA_RS20905,MA_4007,4917195,4917213,18,6.0,False
MA_RS20910,MA_4008,4917467,4917467,0,0.0,False
MA_RS20915,MA_4009,4918449,4918449,0,0.0,False
MA_RS20920,MA_4010,4920379,4920379,0,0.0,False
MA_RS20925,MA_4011,4922348,4922348,0,0.0,False
MA_RS20930,MA_4012,4924727,4924727,0,0.0,False
MA_RS20935,MA_4013,4925125,4925125,0,0.0,False
MA_RS20940,MA_4014,4926667,4926601,66,22.0,False
MA_RS20955,MA_4016,4929267,4929120,147,49.0,False
MA_RS20960,MA_4017,4930203,4930203,0,0.0,False
MA_RS20965,MA_4018,4931068,4931068,0,0.0,False
MA_RS20970,MA_4019,4932769,4932769,0,0.0,False
MA_RS20975,MA_4020,4933785,4933785,0,0.0,False
MA_RS20985,MA_4021,4934927,4934927,0,0.0,False
MA_RS20990,MA_4022,4935869,4935869,0,0.0,False
MA_RS20995,MA_4023,4936904,4936904,0,0.0,False
MA_RS21010,MA_4026,4938476,4938476,0,0.0,False
MA_RS21015,MA_4027,4941117,4941114,3,1.0,False
MA_RS21020,MA_4028,4942695,4942695,0,0.0,False
MA_RS21035,MA_4030,4945740,4945740,0,0.0,False
MA_RS21045,MA_4032,4947110,4947110,0,0.0,False
MA_RS21050,MA_4033,4948652,4948652,0,0.0,False
MA_RS21055,MA_4034,4951190,4951190,0,0.0,False
MA_RS21065,MA_4035,4953092,4952909,-183,-61.0,False
MA_RS21070,MA_4036,4954365,4954371,6,2.0,False
MA_RS21075,MA_4037,4954886,4955123,237,79.0,False
MA_RS21080,MA_4038,4955497,4955497,0,0.0,False
MA_RS21085,MA_4039,4956803,4956806,3,1.0,False
MA_RS21090,MA_4040,4956944,4956944,0,0.0,False
MA_RS21095,MA_4041,4957728,4957728,0,0.0,False
MA_RS21100,MA_4042,4958795,4958795,0,0.0,False
MA_RS21105,MA_4043,4959974,4959974,0,0.0,False
MA_RS21110,MA_4044,4960473,4960473,0,0.0,False
MA_RS21115,MA_4045,4962013,4962013,0,0.0,False
MA_RS21120,MA_4046,4964477,4964489,12,4.0,False
MA_RS21125,MA_4047,4964806,4964851,-45,-15.0,False
MA_RS21130,MA_4048,4966172,4966172,0,0.0,False
MA_RS21140,MA_4050,4969622,4969583,-39,-13.0,False
MA_RS21145,MA_4051,4970425,4970464,39,13.0,False
MA_RS21150,MA_4052,4971659,4971659,0,0.0,False
MA_RS21155,MA_4053,4972765,4972792,27,9.0,False
MA_RS21165,MA_4055,4975377,4975377,0,0.0,False
MA_RS21170,MA_4057,4975823,4975823,0,0.0,False
MA_RS21175,MA_4058,4977162,4977162,0,0.0,False
MA_RS21180,MA_4059,4977707,4977707,0,0.0,False
MA_RS21185,MA_4060,4978223,4978223,0,0.0,False
MA_RS21190,MA_4061,4978585,4978585,0,0.0,False
MA_RS21195,MA_4062,4980059,4980059,0,0.0,False
MA_RS21200,MA_4063,4981808,4981883,75,25.0,False
MA_RS21205,MA_4064,4982291,4982291,0,0.0,False
MA_RS21210,MA_4065,4983574,4983574,0,0.0,False
MA_RS21215,MA_4066,4984508,4984508,0,0.0,False
MA_RS21225,MA_4067,4986888,4986879,9,3.0,False
MA_RS21230,MA_4068,4987895,4987895,0,0.0,False
MA_RS21235,MA_4069,4989001,4989262,261,87.0,False
MA_RS21240,MA_4070,4989218,4989248,-30,-10.0,False
MA_RS21245,MA_4071,4989866,4989860,6,2.0,False
MA_RS21250,MA_4072,4990537,4990534,3,1.0,False
MA_RS21260,MA_4074,4991487,4991466,21,7.0,False
MA_RS21265,MA_4075,4993189,4993189,0,0.0,False
MA_RS21270,MA_4076,4994069,4994078,9,3.0,False
MA_RS21275,MA_4077,4996134,4995855,-279,-93.0,False
MA_RS21280,MA_4078,4998629,4998575,-54,-18.0,False
MA_RS21285,MA_4079,4999225,4999216,9,3.0,False
MA_RS21295,MA_4081,5003095,5003095,0,0.0,False
MA_RS21300,MA_4082,5003360,5003360,0,0.0,False
MA_RS21305,MA_4083,5007351,5007351,0,0.0,False
MA_RS21310,MA_4084,5008042,5008042,0,0.0,False
MA_RS21320,MA_4085,5010058,5010058,0,0.0,False
MA_RS21325,MA_4086,5010139,5010139,0,0.0,False
MA_RS21330,MA_4087,5010454,5010454,0,0.0,False
MA_RS21335,MA_4088,5011801,5011792,9,3.0,False
MA_RS21340,MA_4089,5012185,5012218,-33,-11.0,False
MA_RS21345,MA_4091,5013762,5013762,0,0.0,False
MA_RS21355,MA_4092,5015868,5015868,0,0.0,False
MA_RS21360,MA_4093,5016934,5016934,0,0.0,False
MA_RS21365,MA_4094,5017481,5017481,0,0.0,False
MA_RS21370,MA_4095,5018610,5018610,0,0.0,False
MA_RS21375,MA_4097,5019162,5019117,45,15.0,False
MA_RS21380,MA_4098,5019631,5019631,0,0.0,False
MA_RS21385,MA_4099,5020918,5020918,0,0.0,False
MA_RS21395,MA_4100,5021763,5021763,0,0.0,False
MA_RS21400,MA_4101,5023245,5023245,0,0.0,False
MA_RS21405,MA_4102,5024676,5024676,0,0.0,False
MA_RS21410,MA_4103,5027116,5027110,-6,-2.0,False
MA_RS21415,MA_4104,5027438,5027438,0,0.0,False
MA_RS21420,MA_4105,5028445,5028445,0,0.0,False
MA_RS21425,MA_4106,5029914,5029914,0,0.0,False
MA_RS21440,MA_4109,5032260,5032260,0,0.0,False
MA_RS21445,MA_4110,5032901,5032901,0,0.0,False
MA_RS21450,MA_4111,5033083,5033092,9,3.0,False
MA_RS21455,MA_4112,5033794,5033794,0,0.0,False
MA_RS21460,MA_4113,5034095,5034095,0,0.0,False
MA_RS21465,MA_4115,5035172,5035172,0,0.0,False
MA_RS21470,MA_4116,5035546,5035546,0,0.0,False
MA_RS21475,MA_4117,5036085,5036085,0,0.0,False
MA_RS21480,MA_4118,5037655,5037655,0,0.0,False
MA_RS21485,MA_4119,5038470,5038470,0,0.0,False
MA_RS21490,MA_4120,5038697,5038697,0,0.0,False
MA_RS21495,MA_4121,5039654,5039633,21,7.0,False
MA_RS21500,MA_4122,5041369,5041369,0,0.0,False
MA_RS21515,MA_4124,5043307,5043307,0,0.0,False
MA_RS21520,MA_4125,5043454,5043454,0,0.0,False
MA_RS21525,MA_4126,5043673,5043673,0,0.0,False
MA_RS21530,MA_4127,5044756,5045044,288,96.0,False
MA_RS21535,MA_4128,5045450,5045465,15,5.0,False
MA_RS21540,MA_4129,5046162,5046162,0,0.0,False
MA_RS21550,MA_4131,5047389,5047389,0,0.0,False
MA_RS21555,MA_4132,5049499,5049499,0,0.0,False
MA_RS21560,MA_4133,5050740,5050740,0,0.0,False
MA_RS21570,MA_4134,5051833,5051833,0,0.0,False
MA_RS21575,MA_4135,5053011,5053011,0,0.0,False
MA_RS21580,MA_4137,5056855,5056855,0,0.0,False
MA_RS21585,MA_4138,5057351,5057351,0,0.0,False
MA_RS21590,MA_4139,5058006,5058006,0,0.0,False
MA_RS21595,MA_4140,5058491,5058491,0,0.0,False
MA_RS21605,MA_4142,5059394,5059394,0,0.0,False
MA_RS21610,MA_4143,5059966,5059810,-156,-52.0,False
MA_RS21620,MA_4144,5060557,5060572,-15,-5.0,False
MA_RS21625,MA_4145,5061543,5061537,6,2.0,False
MA_RS21630,MA_4147,5062220,5062247,-27,-9.0,False
MA_RS21635,MA_4148,5063968,5063896,72,24.0,False
MA_RS21650,MA_4149,5066075,5066075,0,0.0,False
MA_RS21655,MA_4150,5066431,5066431,0,0.0,False
MA_RS21660,MA_4151,5067457,5067430,27,9.0,False
MA_RS21665,MA_4152,5069683,5069683,0,0.0,False
MA_RS21670,MA_4153,5070005,5069987,18,6.0,False
MA_RS21675,MA_4154,5071956,5071956,0,0.0,False
MA_RS21680,MA_4155,5072405,5072405,0,0.0,False
MA_RS21685,MA_4156,5072963,5072963,0,0.0,False
MA_RS21690,MA_4157,5074045,5074045,0,0.0,False
MA_RS21695,MA_4158,5074341,5074341,0,0.0,False
MA_RS21700,MA_4159,5076080,5076080,0,0.0,False
MA_RS21705,MA_4160,5077468,5077468,0,0.0,False
MA_RS21710,MA_4161,5078583,5078583,0,0.0,False
MA_RS21715,MA_4162,5081050,5081050,0,0.0,False
MA_RS21720,MA_4163,5083230,5083230,0,0.0,False
MA_RS21735,MA_4164,5084184,5084184,0,0.0,False
MA_RS21740,MA_4165,5085048,5085048,0,0.0,False
MA_RS21745,MA_4166,5086340,5086373,-33,-11.0,False
MA_RS21750,MA_4167,5088682,5088676,6,2.0,False
MA_RS21755,MA_4168,5090220,5090220,0,0.0,False
MA_RS21760,MA_4169,5091455,5091455,0,0.0,False
MA_RS21765,MA_4170,5093718,5093724,6,2.0,False
MA_RS21770,MA_4171,5094392,5094431,39,13.0,False
MA_RS21775,MA_4172,5095697,5095697,0,0.0,False
MA_RS21780,MA_4173,5096138,5096189,-51,-17.0,False
MA_RS21785,MA_4174,5097380,5097380,0,0.0,False
MA_RS21790,MA_4175,5098421,5098421,0,0.0,False
MA_RS21795,MA_4176,5100180,5100237,-57,-19.0,False
MA_RS21800,MA_4177,5101057,5101057,0,0.0,False
MA_RS21805,MA_4178,5101449,5101449,0,0.0,False
MA_RS21810,MA_4180,5103987,5103987,0,0.0,False
MA_RS21815,MA_4181,5104774,5104774,0,0.0,False
MA_RS21825,MA_4183,5107090,5107090,0,0.0,False
MA_RS21830,MA_4184,5108508,5108349,-159,-53.0,False
MA_RS21835,MA_4185,5109790,5109790,0,0.0,False
MA_RS21850,MA_4188,5113606,5113618,12,4.0,False
MA_RS21865,MA_4189,5114839,5114797,-42,-14.0,False
MA_RS21870,MA_4190,5115181,5115268,87,29.0,False
MA_RS21880,MA_4191,5115974,5115974,0,0.0,False
MA_RS21890,MA_4193,5118415,5118415,0,0.0,False
MA_RS21895,MA_4194,5118713,5118713,0,0.0,False
MA_RS21900,MA_4195,5119959,5119959,0,0.0,False
MA_RS21905,MA_4196,5120525,5120534,9,3.0,False
MA_RS21910,MA_4197,5121419,5121419,0,0.0,False
MA_RS21915,MA_4198,5121980,5121980,0,0.0,False
MA_RS21920,MA_4199,5122800,5122800,0,0.0,False
MA_RS21925,MA_4200,5123013,5123013,0,0.0,False
MA_RS21930,MA_4201,5123731,5123731,0,0.0,False
MA_RS21935,MA_4202,5124866,5124866,0,0.0,False
MA_RS21940,MA_4203,5126963,5126963,0,0.0,False
MA_RS21945,MA_4204,5127315,5127315,0,0.0,False
MA_RS21950,MA_4205,5129048,5129048,0,0.0,False
MA_RS21955,MA_4206,5130046,5130046,0,0.0,False
MA_RS21960,MA_4207,5130958,5130958,0,0.0,False
MA_RS21965,MA_4208,5132369,5132378,-9,-3.0,False
MA_RS21970,MA_4209,5132804,5132804,0,0.0,False
MA_RS21975,MA_4210,5134531,5134531,0,0.0,False
MA_RS22000,MA_4213,5137379,5137379,0,0.0,False
MA_RS22005,MA_4214,5138344,5138344,0,0.0,False
MA_RS22015,MA_4216,5138708,5138708,0,0.0,False
MA_RS22025,MA_4217,5140863,5140854,9,3.0,False
MA_RS22030,MA_4218,5141912,5141912,0,0.0,False
MA_RS22035,MA_4219,5143426,5143426,0,0.0,False
MA_RS22040,MA_4220,5144176,5144176,0,0.0,False
MA_RS22045,MA_4221,5145774,5145774,0,0.0,False
MA_RS22050,MA_4222,5146947,5146953,6,2.0,False
MA_RS22055,MA_4223,5147328,5147328,0,0.0,False
MA_RS22070,MA_4226,5149194,5149329,-135,-45.0,False
MA_RS22075,MA_4227,5151632,5151641,9,3.0,False
MA_RS22080,MA_4228,5152506,5152506,0,0.0,False
MA_RS22090,MA_4229,5153773,5153782,9,3.0,False
MA_RS22095,MA_4230,5154824,5154869,45,15.0,False
MA_RS22100,MA_4232,5156819,5156792,-27,-9.0,False
MA_RS22105,MA_4233,5157331,5157331,0,0.0,False
MA_RS22110,MA_4234,5159614,5159806,192,64.0,False
MA_RS22115,MA_4235,5160168,5160132,36,12.0,False
MA_RS22120,MA_4236,5161627,5161627,0,0.0,False
MA_RS22125,MA_4237,5162128,5162128,0,0.0,False
MA_RS22130,MA_4238,5163642,5163642,0,0.0,False
MA_RS22135,MA_4239,5164240,5164240,0,0.0,False
MA_RS22140,MA_4240,5165504,5165504,0,0.0,False
MA_RS22145,MA_4241,5166594,5166594,0,0.0,False
MA_RS22150,MA_4242,5167445,5167445,0,0.0,False
MA_RS22155,MA_4243,5167865,5167874,9,3.0,False
MA_RS22160,MA_4244,5168332,5168332,0,0.0,False
MA_RS22165,MA_4245,5168548,5168548,0,0.0,False
MA_RS22170,MA_4246,5168938,5168938,0,0.0,False
MA_RS22175,MA_4247,5170319,5170253,66,22.0,False
MA_RS22180,MA_4248,5172034,5172034,0,0.0,False
MA_RS22185,MA_4249,5173704,5173737,33,11.0,False
MA_RS22190,MA_4250,5174024,5174024,0,0.0,False
MA_RS22195,MA_4251,5174955,5174913,42,14.0,False
MA_RS22200,MA_4252,5175782,5175782,0,0.0,False
MA_RS22205,MA_4253,5176758,5176758,0,0.0,False
MA_RS22210,MA_4254,5177955,5177955,0,0.0,False
MA_RS22215,MA_4255,5178588,5178588,0,0.0,False
MA_RS22220,MA_4256,5179770,5179770,0,0.0,False
MA_RS22225,MA_4257,5180281,5180344,63,21.0,False
MA_RS22230,MA_4258,5181337,5181337,0,0.0,False
MA_RS22235,MA_4259,5182127,5182127,0,0.0,False
MA_RS22250,MA_4261,5183789,5183789,0,0.0,False
MA_RS22255,MA_4262,5184415,5184415,0,0.0,False
MA_RS22260,MA_4263,5185060,5185060,0,0.0,False
MA_RS22265,MA_4264,5185846,5185846,0,0.0,False
MA_RS22270,MA_4265,5188296,5188296,0,0.0,False
MA_RS22275,MA_4266,5188650,5188650,0,0.0,False
MA_RS22280,MA_4267,5190284,5190293,9,3.0,False
MA_RS22285,MA_4268,5190315,5190315,0,0.0,False
MA_RS22290,MA_4269,5191775,5191775,0,0.0,False
MA_RS22295,MA_4270,5192362,5192362,0,0.0,False
MA_RS22300,MA_4271,5192880,5192880,0,0.0,False
MA_RS22305,MA_4272,5194431,5194431,0,0.0,False
MA_RS22310,MA_4273,5194643,5194631,12,4.0,False
