locus_tag,old_locus_tag,old_locus_tag_all,gene_name,gene_biotype,seqid,start,end,strand
MA_RS20255,MA3884,"MA3884,MA_3884",sepF,protein_coding,NC_003552.1,4775533,4775913,+
MA_RS20260,MA3885,"MA3885,MA_3885",MA_RS20260,protein_coding,NC_003552.1,4775910,4776554,+
MA_RS20265,MA3886,"MA3886,MA_3886",proS,protein_coding,NC_003552.1,4776875,4778317,+
MA_RS20275,MA3887,"MA3887,MA_3887",cobT,protein_coding,NC_003552.1,4779134,4780183,+
MA_RS20285,MAt4727,MAt4727,MA_RS20285,tRNA,NC_003552.1,4781698,4781770,+
MA_RS20290,MAt4728,MAt4728,MA_RS20290,tRNA,NC_003552.1,4781878,4781952,+
MA_RS20295,MAt4729,MAt4729,MA_RS20295,tRNA,NC_003552.1,4782051,4782123,+
MA_RS20300,MA3889,"MA3889,MA_3889",MA_RS20300,protein_coding,NC_003552.1,4782554,4783477,+
MA_RS20305,MA3890,"MA3890,MA_3890",pyk,protein_coding,NC_003552.1,4783582,4785015,+
MA_RS20310,MA3891,"MA3891,MA_3891",MA_RS20310,protein_coding,NC_003552.1,4785195,4786118,+
MA_RS20315,MA3892,"MA3892,MA_3892",MA_RS20315,protein_coding,NC_003552.1,4786416,4786739,+
MA_RS20320,MA3893,"MA3893,MA_3893",MA_RS20320,protein_coding,NC_003552.1,4787124,4787522,+
MA_RS20325,MA3894,"MA3894,MA_3894",MA_RS20325,protein_coding,NC_003552.1,4787607,4788797,-
MA_RS20330,MA3895,"MA3895,MA_3895",nifH,protein_coding,NC_003552.1,4789281,4790102,+
MA_RS20335,MA3896,"MA3896,MA_3896",MA_RS20335,protein_coding,NC_003552.1,4790131,4790448,+
MA_RS20340,MA3897,"MA3897,MA_3897",MA_RS20340,protein_coding,NC_003552.1,4790475,4790852,+
MA_RS20345,MA3898,"MA3898,MA_3898",nifD,protein_coding,NC_003552.1,4790855,4792441,+
MA_RS20350,MA3899,"MA3899,MA_3899",nifK,protein_coding,NC_003552.1,4792469,4793839,+
MA_RS20355,MA3900,"MA3900,MA_3900",nifE,protein_coding,NC_003552.1,4793975,4795525,+
MA_RS20360,MA3901,"MA3901,MA_3901",MA_RS20360,protein_coding,NC_003552.1,4795539,4797116,+
MA_RS20365,MA3902,"MA3902,MA_3902",modB,protein_coding,NC_003552.1,4797309,4797974,+
MA_RS20370,MA3903,"MA3903,MA_3903",MA_RS20370,protein_coding,NC_003552.1,4797994,4799124,+
MA_RS20375,,,MA_RS20375,protein_coding,NC_003552.1,4800096,4800287,+
MA_RS20380,MA3904,"MA3904,MA_3904",MA_RS20380,protein_coding,NC_003552.1,4800408,4801163,+
MA_RS20385,MA3905,"MA3905,MA_3905",MA_RS20385,protein_coding,NC_003552.1,4801166,4802752,+
MA_RS20390,MA3906,"MA3906,MA_3906",MA_RS20390,protein_coding,NC_003552.1,4802764,4803723,+
MA_RS20395,MA3907,"MA3907,MA_3907",nikC,protein_coding,NC_003552.1,4803824,4804615,+
MA_RS20400,MA3908,"MA3908,MA_3908",MA_RS20400,protein_coding,NC_003552.1,4804631,4805611,+
MA_RS20405,MA3909,"MA3909,MA_3909",MA_RS20405,protein_coding,NC_003552.1,4805598,4806521,+
MA_RS20410,,,MA_RS20410,protein_coding,NC_003552.1,4806605,4806820,-
MA_RS20415,MA3910,"MA3910,MA_3910",MA_RS20415,protein_coding,NC_003552.1,4806819,4807592,+
MA_RS20420,MA3911,"MA3911,MA_3911",MA_RS20420,protein_coding,NC_003552.1,4807674,4808243,-
MA_RS20425,MA3912,"MA3912,MA_3912",MA_RS20425,protein_coding,NC_003552.1,4808583,4809896,+
MA_RS29010,,,MA_RS29010,protein_coding,NC_003552.1,4810212,4810505,-
MA_RS20435,MA3914,"MA3914,MA_3914",MA_RS20435,protein_coding,NC_003552.1,4810647,4813475,-
MA_RS20440,MA3915,"MA3915,MA_3915",MA_RS20440,protein_coding,NC_003552.1,4814120,4815001,-
MA_RS20445,MA3916,"MA3916,MA_3916",MA_RS20445,protein_coding,NC_003552.1,4815215,4815559,+
MA_RS20450,MA3917,"MA3917,MA_3917",MA_RS20450,protein_coding,NC_003552.1,4815571,4816764,+
MA_RS20455,MA3918,"MA3918,MA_3918",MA_RS20455,protein_coding,NC_003552.1,4817101,4818315,+
MA_RS20460,MA3919,"MA3919,MA_3919",MA_RS20460,protein_coding,NC_003552.1,4818534,4819298,-
MA_RS20465,MA3920,"MA3920,MA_3920",MA_RS20465,protein_coding,NC_003552.1,4819318,4820295,-
MA_RS20470,MA3921,"MA3921,MA_3921",MA_RS20470,protein_coding,NC_003552.1,4820292,4821266,-
MA_RS20475,MA3922,"MA3922,MA_3922",MA_RS20475,protein_coding,NC_003552.1,4821407,4822504,-
MA_RS20480,MA3923,"MA3923,MA_3923",MA_RS20480,protein_coding,NC_003552.1,4822742,4823218,+
MA_RS20485,MA3924,"MA3924,MA_3924",MA_RS20485,protein_coding,NC_003552.1,4823833,4824630,+
MA_RS20490,MA3925,"MA3925,MA_3925",MA_RS20490,protein_coding,NC_003552.1,4824967,4825764,+
MA_RS20495,MA3926,"MA3926,MA_3926",MA_RS20495,protein_coding,NC_003552.1,4825801,4826181,+
MA_RS20500,MA3927,"MA3927,MA_3927",MA_RS20500,protein_coding,NC_003552.1,4826221,4826565,+
MA_RS20505,MA3928,"MA3928,MA_3928",tusB,protein_coding,NC_003552.1,4826643,4826942,+
MA_RS20510,MA3929,"MA3929,MA_3929",MA_RS20510,protein_coding,NC_003552.1,4827095,4827379,+
MA_RS29015,,,MA_RS29015,protein_coding,NC_003552.1,4827462,4827608,+
MA_RS29020,,,MA_RS29020,protein_coding,NC_003552.1,4827732,4827824,+
MA_RS29025,MA_3930,MA_3930,MA_RS29025,protein_coding,NC_003552.1,4828015,4828629,-
MA_RS29030,,,MA_RS29030,protein_coding,NC_003552.1,4829010,4829156,+
MA_RS20525,MA3932,"MA3932,MA_3932",MA_RS20525,protein_coding,NC_003552.1,4829257,4830099,-
MA_RS20530,MA3933,"MA3933,MA_3933",MA_RS20530,protein_coding,NC_003552.1,4830182,4830634,-
MA_RS20535,MA3934,"MA3934,MA_3934",crcB,protein_coding,NC_003552.1,4831442,4831837,+
MA_RS20540,MA3935,"MA3935,MA_3935",MA_RS20540,protein_coding,NC_003552.1,4831834,4832163,+
MA_RS29680,MA_3936,MA_3936,MA_RS29680,protein_coding,NC_003552.1,4832095,4832562,-
MA_RS20545,MA3937,"MA3937,MA_3937",MA_RS20545,protein_coding,NC_003552.1,4832922,4833974,+
MA_RS20550,MA3938,"MA3938,MA_3938",MA_RS20550,protein_coding,NC_003552.1,4834086,4834319,+
MA_RS20555,MA3939,"MA3939,MA_3939",MA_RS20555,protein_coding,NC_003552.1,4834442,4834825,+
MA_RS20560,MA3940,"MA3940,MA_3940",MA_RS20560,protein_coding,NC_003552.1,4835022,4835282,+
MA_RS28100,,,MA_RS28100,protein_coding,NC_003552.1,4835548,4835712,-
MA_RS20565,MA3941,"MA3941,MA_3941",MA_RS20565,protein_coding,NC_003552.1,4835991,4836962,+
MA_RS20570,MA3942,"MA3942,MA_3942",MA_RS20570,protein_coding,NC_003552.1,4837070,4837300,+
MA_RS20575,MA3943,"MA3943,MA_3943",MA_RS20575,protein_coding,NC_003552.1,4837429,4837749,+
MA_RS20580,MA3944,"MA3944,MA_3944",MA_RS20580,protein_coding,NC_003552.1,4838053,4838940,+
MA_RS20585,MA3945,"MA3945,MA_3945",arsB,protein_coding,NC_003552.1,4838933,4839982,+
MA_RS20590,MA3946,"MA3946,MA_3946",MA_RS20590,protein_coding,NC_003552.1,4840075,4840449,-
MA_RS20595,MA3947,"MA3947,MA_3947",MA_RS20595,protein_coding,NC_003552.1,4840813,4841193,+
MA_RS20600,MA3949,"MA3949,MA_3949",MA_RS20600,protein_coding,NC_003552.1,4842768,4843088,+
MA_RS20605,MA3950,"MA3950,MA_3950",MA_RS20605,protein_coding,NC_003552.1,4843185,4844606,-
MA_RS20610,MA3951,"MA3951,MA_3951",MA_RS20610,protein_coding,NC_003552.1,4845037,4845741,-
MA_RS20615,MA3952,"MA3952,MA_3952",MA_RS20615,protein_coding,NC_003552.1,4846101,4846478,+
MA_RS20620,MA3953,"MA3953,MA_3953",MA_RS20620,protein_coding,NC_003552.1,4846545,4846886,-
MA_RS27595,,,MA_RS27595,protein_coding,NC_003552.1,4847077,4847250,-
MA_RS20625,MA3954,"MA3954,MA_3954",MA_RS20625,protein_coding,NC_003552.1,4847430,4847969,-
MA_RS20630,,,MA_RS20630,protein_coding,NC_003552.1,4848137,4848562,+
MA_RS20635,MA3956,"MA3956,MA_3956",MA_RS20635,protein_coding,NC_003552.1,4849066,4850733,+
MA_RS20645,MA3957,"MA3957,MA_3957",MA_RS20645,protein_coding,NC_003552.1,4854227,4854868,+
MA_RS20650,MA3958,"MA3958,MA_3958",MA_RS20650,protein_coding,NC_003552.1,4854881,4856122,+
MA_RS20655,MA3959,"MA3959,MA_3959",MA_RS20655,protein_coding,NC_003552.1,4856166,4857380,+
MA_RS20665,MA3960,"MA3960,MA_3960",MA_RS20665,protein_coding,NC_003552.1,4858207,4858833,+
MA_RS20670,MA3961,"MA3961,MA_3961",MA_RS20670,protein_coding,NC_003552.1,4859010,4860266,+
MA_RS20675,MA3962,"MA3962,MA_3962",MA_RS20675,protein_coding,NC_003552.1,4860546,4861925,-
MA_RS27600,,,MA_RS27600,protein_coding,NC_003552.1,4862280,4862438,+
MA_RS20680,MA3963,"MA3963,MA_3963",MA_RS20680,protein_coding,NC_003552.1,4862486,4863700,+
MA_RS20685,MA3965,"MA3965,MA_3965",MA_RS20685,protein_coding,NC_003552.1,4864192,4864800,+
MA_RS20690,MA3966,"MA3966,MA_3966",MA_RS20690,protein_coding,NC_003552.1,4864919,4865647,+
MA_RS20695,MA3967,"MA3967,MA_3967",MA_RS20695,protein_coding,NC_003552.1,4865796,4867532,-
MA_RS20700,MA3968,"MA3968,MA_3968",MA_RS20700,protein_coding,NC_003552.1,4867967,4868206,-
MA_RS20705,MA3969,"MA3969,MA_3969",MA_RS20705,protein_coding,NC_003552.1,4868548,4869291,-
MA_RS20710,MA3970,"MA3970,MA_3970",MA_RS20710,protein_coding,NC_003552.1,4869298,4869447,-
MA_RS20715,MA3971,"MA3971,MA_3971",purB,protein_coding,NC_003552.1,4870008,4871354,+
MA_RS20725,MA3972,"MA3972,MA_3972",MA_RS20725,protein_coding,NC_003552.1,4872860,4874485,-
MA_RS26045,MA_3973,MA_3973,ffs,SRP_RNA,NC_003552.1,4874795,4875109,+
MA_RS20730,MAt4730,MAt4730,MA_RS20730,tRNA,NC_003552.1,4875260,4875344,+
MA_RS20735,MA3974,"MA3974,MA_3974",MA_RS20735,protein_coding,NC_003552.1,4875542,4876240,+
MA_RS27605,,,MA_RS27605,protein_coding,NC_003552.1,4876306,4876458,-
MA_RS20740,MA3975,"MA3975,MA_3975",MA_RS20740,protein_coding,NC_003552.1,4877571,4879268,+
MA_RS20745,MA3976,"MA3976,MA_3976",MA_RS20745,protein_coding,NC_003552.1,4879279,4881228,+
MA_RS29565,,,MA_RS29565,protein_coding,NC_003552.1,4881286,4881420,-
MA_RS20750,MA3977,"MA3977,MA_3977",MA_RS20750,protein_coding,NC_003552.1,4881480,4882094,+
MA_RS20755,MA3978,"MA3978,MA_3978",ablB,protein_coding,NC_003552.1,4882134,4883009,-
MA_RS20760,MA3979,"MA3979,MA_3979",ablA,protein_coding,NC_003552.1,4883154,4884413,-
MA_RS20765,MA3980,"MA3980,MA_3980",MA_RS20765,protein_coding,NC_003552.1,4884750,4884971,-
MA_RS20770,MA3981,"MA3981,MA_3981",MA_RS20770,protein_coding,NC_003552.1,4885036,4887024,+
MA_RS20775,MA3983,"MA3983,MA_3983",MA_RS20775,protein_coding,NC_003552.1,4887852,4888235,+
MA_RS20780,MA3984,"MA3984,MA_3984",MA_RS20780,protein_coding,NC_003552.1,4888332,4888535,+
MA_RS20785,,,MA_RS20785,protein_coding,NC_003552.1,4889159,4889338,+
MA_RS20790,,,MA_RS20790,protein_coding,NC_003552.1,4889586,4889792,+
MA_RS20795,MA3986,"MA3986,MA_3986",speB,protein_coding,NC_003552.1,4890319,4891194,-
MA_RS20800,MA3987,"MA3987,MA_3987",MA_RS20800,protein_coding,NC_003552.1,4891272,4891658,-
MA_RS20805,MA3988,"MA3988,MA_3988",MA_RS20805,protein_coding,NC_003552.1,4891995,4893206,-
MA_RS20810,MA3989,"MA3989,MA_3989",MA_RS20810,protein_coding,NC_003552.1,4893518,4895242,-
MA_RS20815,MA3990,"MA3990,MA_3990",MA_RS20815,protein_coding,NC_003552.1,4895502,4895939,+
MA_RS20820,MA4674,"MA4674,MA_4674",MA_RS20820,protein_coding,NC_003552.1,4895962,4896609,-
MA_RS20825,MA3991,"MA3991,MA_3991",MA_RS20825,protein_coding,NC_003552.1,4897151,4897627,-
MA_RS20830,MA3992,"MA3992,MA_3992",MA_RS20830,protein_coding,NC_003552.1,4897768,4898703,-
MA_RS20835,MA3993,"MA3993,MA_3993",MA_RS20835,protein_coding,NC_003552.1,4898705,4899304,-
MA_RS20840,MA3994,"MA3994,MA_3994",MA_RS20840,protein_coding,NC_003552.1,4899312,4900559,-
MA_RS20845,MA3995,"MA3995,MA_3995",MA_RS20845,protein_coding,NC_003552.1,4900556,4901059,-
MA_RS20850,MA3996,"MA3996,MA_3996",MA_RS20850,protein_coding,NC_003552.1,4901065,4901508,-
MA_RS20855,MA3997,"MA3997,MA_3997",MA_RS20855,protein_coding,NC_003552.1,4901678,4903255,-
MA_RS20860,MA3998,"MA3998,MA_3998",atwA,protein_coding,NC_003552.1,4903296,4904909,-
MA_RS20865,MA3999,"MA3999,MA_3999",MA_RS20865,protein_coding,NC_003552.1,4905152,4905955,-
MA_RS20870,MA4000,"MA4000,MA_4000",MA_RS20870,protein_coding,NC_003552.1,4906076,4906969,-
MA_RS20875,,,MA_RS20875,protein_coding,NC_003552.1,4907489,4907824,+
MA_RS20880,MA4002,"MA4002,MA_4002",MA_RS20880,protein_coding,NC_003552.1,4909264,4909566,+
MA_RS24830,MA_4003,MA_4003,MA_RS24830,protein_coding,NC_003552.1,4909666,4911591,+
MA_RS20890,MA4004,"MA4004,MA_4004",fen,protein_coding,NC_003552.1,4911960,4912976,+
MA_RS20895,MA4005,"MA4005,MA_4005",MA_RS20895,protein_coding,NC_003552.1,4913001,4914008,+
MA_RS20900,MA4006,"MA4006,MA_4006",MA_RS20900,protein_coding,NC_003552.1,4914135,4915091,-
MA_RS20905,MA4007,"MA4007,MA_4007",gpmI,protein_coding,NC_003552.1,4915648,4917195,-
MA_RS20910,MA4008,"MA4008,MA_4008",MA_RS20910,protein_coding,NC_003552.1,4917467,4918072,+
MA_RS20915,MA4009,"MA4009,MA_4009",MA_RS20915,protein_coding,NC_003552.1,4918449,4918814,+
MA_RS20920,MA4010,"MA4010,MA_4010",MA_RS20920,protein_coding,NC_003552.1,4920379,4921302,+
MA_RS20925,MA4011,"MA4011,MA_4011",MA_RS20925,protein_coding,NC_003552.1,4921563,4922348,-
MA_RS20930,MA4012,"MA4012,MA_4012",purH,protein_coding,NC_003552.1,4923111,4924727,-
MA_RS20935,MA4013,"MA4013,MA_4013",MA_RS20935,protein_coding,NC_003552.1,4925125,4926477,+
MA_RS20940,MA4014,"MA4014,MA_4014",nth,protein_coding,NC_003552.1,4926667,4927371,+
MA_RS20945,,,MA_RS20945,protein_coding,NC_003552.1,4927598,4927903,-
MA_RS20950,MA4015,"MA4015,MA_4015",cbiM,protein_coding,NC_003552.1,4927900,4928565,-
MA_RS20955,MA4016,"MA4016,MA_4016",MA_RS20955,protein_coding,NC_003552.1,4929267,4929872,+
MA_RS20960,MA4017,"MA4017,MA_4017",MA_RS20960,protein_coding,NC_003552.1,4930203,4931075,+
MA_RS20965,MA4018,"MA4018,MA_4018",MA_RS20965,protein_coding,NC_003552.1,4931068,4931889,+
MA_RS20970,MA4019,"MA4019,MA_4019",cbiQ,protein_coding,NC_003552.1,4931963,4932769,-
MA_RS20975,MA4020,"MA4020,MA_4020",MA_RS20975,protein_coding,NC_003552.1,4932805,4933785,-
MA_RS20985,MA4021,"MA4021,MA_4021",MA_RS20985,protein_coding,NC_003552.1,4934097,4934927,-
MA_RS20990,MA4022,"MA4022,MA_4022",cbiQ,protein_coding,NC_003552.1,4934934,4935869,-
MA_RS20995,MA4023,"MA4023,MA_4023",cbiM,protein_coding,NC_003552.1,4935909,4936904,-
MA_RS27615,,,MA_RS27615,protein_coding,NC_003552.1,4937532,4937696,-
MA_RS21010,MA4026,"MA4026,MA_4026",MA_RS21010,protein_coding,NC_003552.1,4938476,4940665,+
MA_RS21015,MA4027,"MA4027,MA_4027",dinB,protein_coding,NC_003552.1,4941117,4942214,+
MA_RS21020,MA4028,"MA4028,MA_4028",MA_RS21020,protein_coding,NC_003552.1,4942695,4942949,+
MA_RS29570,,,MA_RS29570,protein_coding,NC_003552.1,4943522,4943644,+
MA_RS21035,MA4030,"MA4030,MA_4030",MA_RS21035,protein_coding,NC_003552.1,4945740,4946027,+
MA_RS27620,,,MA_RS27620,protein_coding,NC_003552.1,4946274,4946492,-
MA_RS21045,MA4032,"MA4032,MA_4032",MA_RS21045,protein_coding,NC_003552.1,4946514,4947110,-
MA_RS21050,MA4033,"MA4033,MA_4033",MA_RS21050,protein_coding,NC_003552.1,4947282,4948652,-
MA_RS21055,MA4034,"MA4034,MA_4034",MA_RS21055,protein_coding,NC_003552.1,4948917,4951190,-
MA_RS21065,MA4035,"MA4035,MA_4035",MA_RS21065,protein_coding,NC_003552.1,4952253,4953092,-
MA_RS21070,MA4036,"MA4036,MA_4036",MA_RS21070,protein_coding,NC_003552.1,4953439,4954365,-
MA_RS21075,MA4037,"MA4037,MA_4037",MA_RS21075,protein_coding,NC_003552.1,4954371,4954886,-
MA_RS21080,MA4038,"MA4038,MA_4038",MA_RS21080,protein_coding,NC_003552.1,4955120,4955497,-
MA_RS21085,MA4039,"MA4039,MA_4039",MA_RS21085,protein_coding,NC_003552.1,4955985,4956803,-
MA_RS21090,MA4040,"MA4040,MA_4040",MA_RS21090,protein_coding,NC_003552.1,4956944,4957684,+
MA_RS21095,MA4041,"MA4041,MA_4041",MA_RS21095,protein_coding,NC_003552.1,4957728,4958777,+
MA_RS21100,MA4042,"MA4042,MA_4042",MA_RS21100,protein_coding,NC_003552.1,4958795,4959967,+
MA_RS21105,MA4043,"MA4043,MA_4043",MA_RS21105,protein_coding,NC_003552.1,4959974,4960372,+
MA_RS21110,MA4044,"MA4044,MA_4044",cyaB,protein_coding,NC_003552.1,4960473,4961003,+
MA_RS21115,MA4045,"MA4045,MA_4045",MA_RS21115,protein_coding,NC_003552.1,4961234,4962013,-
MA_RS21120,MA4046,"MA4046,MA_4046",metG,protein_coding,NC_003552.1,4962351,4964477,-
MA_RS21125,MA4047,"MA4047,MA_4047",sppA,protein_coding,NC_003552.1,4964806,4966035,+
MA_RS21130,MA4048,"MA4048,MA_4048",serS,protein_coding,NC_003552.1,4966172,4967437,+
MA_RS21140,MA4050,"MA4050,MA_4050",MA_RS21140,protein_coding,NC_003552.1,4967646,4969622,-
MA_RS21145,MA4051,"MA4051,MA_4051",MA_RS21145,protein_coding,NC_003552.1,4969619,4970425,-
MA_RS21150,MA4052,"MA4052,MA_4052",MA_RS21150,protein_coding,NC_003552.1,4970469,4971659,-
MA_RS21155,MA4053,"MA4053,MA_4053",MA_RS21155,protein_coding,NC_003552.1,4971656,4972765,-
MA_RS21165,MA4055,"MA4055,MA_4055",purL,protein_coding,NC_003552.1,4973230,4975377,-
MA_RS21170,MA4057,"MA4057,MA_4057",MA_RS21170,protein_coding,NC_003552.1,4975823,4976740,+
MA_RS21175,MA4058,"MA4058,MA_4058",MA_RS21175,protein_coding,NC_003552.1,4976923,4977162,-
MA_RS21180,MA4059,"MA4059,MA_4059",yciH,protein_coding,NC_003552.1,4977707,4978015,+
MA_RS21185,MA4060,"MA4060,MA_4060",MA_RS21185,protein_coding,NC_003552.1,4978223,4978588,+
MA_RS21190,MA4061,"MA4061,MA_4061",MA_RS21190,protein_coding,NC_003552.1,4978585,4979811,+
MA_RS21195,MA4062,"MA4062,MA_4062",MA_RS21195,protein_coding,NC_003552.1,4980059,4980874,+
MA_RS21200,MA4063,"MA4063,MA_4063",purC,protein_coding,NC_003552.1,4981095,4981808,-
MA_RS21205,MA4064,"MA4064,MA_4064",MA_RS21205,protein_coding,NC_003552.1,4982291,4983577,+
MA_RS21210,MA4065,"MA4065,MA_4065",MA_RS21210,protein_coding,NC_003552.1,4983574,4984314,+
MA_RS21215,MA4066,"MA4066,MA_4066",MA_RS21215,protein_coding,NC_003552.1,4984508,4985896,+
MA_RS21220,,,MA_RS21220,protein_coding,NC_003552.1,4986194,4986520,+
MA_RS27625,,,MA_RS27625,protein_coding,NC_003552.1,4986559,4986732,+
MA_RS21225,MA4067,"MA4067,MA_4067",MA_RS21225,protein_coding,NC_003552.1,4986888,4987121,+
MA_RS21230,MA4068,"MA4068,MA_4068",MA_RS21230,protein_coding,NC_003552.1,4987413,4987895,-
MA_RS21235,MA4069,"MA4069,MA_4069",MA_RS21235,protein_coding,NC_003552.1,4988051,4989001,-
MA_RS21240,MA4070,"MA4070,MA_4070",MA_RS21240,protein_coding,NC_003552.1,4989218,4989547,+
MA_RS21245,MA4071,"MA4071,MA_4071",MA_RS21245,protein_coding,NC_003552.1,4989866,4990417,+
MA_RS21250,MA4072,"MA4072,MA_4072",MA_RS21250,protein_coding,NC_003552.1,4990537,4990863,+
MA_RS21260,MA4074,"MA4074,MA_4074",ftsA,protein_coding,NC_003552.1,4991487,4992845,+
MA_RS21265,MA4075,"MA4075,MA_4075",nikR,protein_coding,NC_003552.1,4993189,4993611,+
MA_RS21270,MA4076,"MA4076,MA_4076",MA_RS21270,protein_coding,NC_003552.1,4993713,4994069,-
MA_RS21275,MA4077,"MA4077,MA_4077",MA_RS21275,protein_coding,NC_003552.1,4994383,4996134,-
MA_RS21280,MA4078,"MA4078,MA_4078",MA_RS21280,protein_coding,NC_003552.1,4996458,4998629,-
MA_RS21285,MA4079,"MA4079,MA_4079",MA_RS21285,protein_coding,NC_003552.1,4999225,5000655,+
MA_RS21290,,,MA_RS21290,protein_coding,NC_003552.1,5000865,5001134,-
MA_RS21295,MA4081,"MA4081,MA_4081",MA_RS21295,protein_coding,NC_003552.1,5001782,5003095,-
MA_RS21300,MA4082,"MA4082,MA_4082",MA_RS21300,protein_coding,NC_003552.1,5003360,5006089,+
MA_RS21305,MA4083,"MA4083,MA_4083",MA_RS21305,protein_coding,NC_003552.1,5006170,5007351,-
MA_RS21310,MA4084,"MA4084,MA_4084",MA_RS21310,protein_coding,NC_003552.1,5007383,5008042,-
MA_RS21320,MA4085,"MA4085,MA_4085",MA_RS21320,protein_coding,NC_003552.1,5008379,5010058,-
MA_RS21325,MA4086,"MA4086,MA_4086",MA_RS21325,protein_coding,NC_003552.1,5010139,5010432,+
MA_RS21330,MA4087,"MA4087,MA_4087",glp,protein_coding,NC_003552.1,5010454,5011647,+
MA_RS21335,MA4088,"MA4088,MA_4088",crcB,protein_coding,NC_003552.1,5011801,5012181,+
MA_RS21340,MA4089,"MA4089,MA_4089",crcB,protein_coding,NC_003552.1,5012185,5012553,+
MA_RS28005,MA_4090,MA_4090,MA_RS28005,protein_coding,NC_003552.1,5012735,5013007,+
MA_RS27635,,,MA_RS27635,protein_coding,NC_003552.1,5013010,5013183,-
MA_RS21345,MA4091,"MA4091,MA_4091",MA_RS21345,protein_coding,NC_003552.1,5013762,5014478,+
MA_RS27640,,,MA_RS27640,protein_coding,NC_003552.1,5014591,5014740,+
MA_RS21355,MA4092,"MA4092,MA_4092",MA_RS21355,protein_coding,NC_003552.1,5015185,5015868,-
MA_RS21360,MA4093,"MA4093,MA_4093",MA_RS21360,protein_coding,NC_003552.1,5016080,5016934,-
MA_RS21365,MA4094,"MA4094,MA_4094",MA_RS21365,protein_coding,NC_003552.1,5017020,5017481,-
MA_RS21370,MA4095,"MA4095,MA_4095",MA_RS21370,protein_coding,NC_003552.1,5017501,5018610,-
MA_RS27645,,,MA_RS27645,protein_coding,NC_003552.1,5018895,5019071,+
MA_RS21375,MA4097,"MA4097,MA_4097",MA_RS21375,protein_coding,NC_003552.1,5019162,5019488,+
MA_RS21380,MA4098,"MA4098,MA_4098",MA_RS21380,protein_coding,NC_003552.1,5019631,5020065,+
MA_RS21385,MA4099,"MA4099,MA_4099",MA_RS21385,protein_coding,NC_003552.1,5020502,5020918,-
MA_RS21395,MA4100,"MA4100,MA_4100",MA_RS21395,protein_coding,NC_003552.1,5021763,5023106,+
MA_RS21400,MA4101,"MA4101,MA_4101",proB,protein_coding,NC_003552.1,5023245,5024402,+
MA_RS21405,MA4102,"MA4102,MA_4102",proC,protein_coding,NC_003552.1,5024676,5025488,+
MA_RS21410,MA4103,"MA4103,MA_4103",MA_RS21410,protein_coding,NC_003552.1,5026451,5027116,-
MA_RS21415,MA4104,"MA4104,MA_4104",MA_RS21415,protein_coding,NC_003552.1,5027438,5028418,+
MA_RS21420,MA4105,"MA4105,MA_4105",MA_RS21420,protein_coding,NC_003552.1,5028445,5029545,+
MA_RS21425,MA4106,"MA4106,MA_4106",MA_RS21425,protein_coding,NC_003552.1,5029914,5030093,+
MA_RS26065,,,MA_RS26065,protein_coding,NC_003552.1,5030157,5030839,-
MA_RS21440,MA4109,"MA4109,MA_4109",ftsY,protein_coding,NC_003552.1,5031007,5032260,-
MA_RS21445,MA4110,"MA4110,MA_4110",pfdA,protein_coding,NC_003552.1,5032473,5032901,-
MA_RS21450,MA4111,"MA4111,MA_4111",rpl18a,protein_coding,NC_003552.1,5032907,5033083,-
MA_RS21455,MA4112,"MA4112,MA_4112",MA_RS21455,protein_coding,NC_003552.1,5033138,5033794,-
MA_RS21460,MA4113,"MA4113,MA_4113",MA_RS21460,protein_coding,NC_003552.1,5033826,5034095,-
MA_RS26070,MA_4114,MA_4114,MA_RS26070,protein_coding,NC_003552.1,5034115,5034270,-
MA_RS21465,MA4115,"MA4115,MA_4115",MA_RS21465,protein_coding,NC_003552.1,5034570,5035172,-
MA_RS21470,MA4116,"MA4116,MA_4116",MA_RS21470,protein_coding,NC_003552.1,5035178,5035546,-
MA_RS21475,MA4117,"MA4117,MA_4117",MA_RS21475,protein_coding,NC_003552.1,5035636,5036085,-
MA_RS21480,MA4118,"MA4118,MA_4118",MA_RS21480,protein_coding,NC_003552.1,5036381,5037655,-
MA_RS21485,MA4119,"MA4119,MA_4119",MA_RS21485,protein_coding,NC_003552.1,5038093,5038470,-
MA_RS21490,MA4120,"MA4120,MA_4120",MA_RS21490,protein_coding,NC_003552.1,5038452,5038697,-
MA_RS27650,,,MA_RS27650,protein_coding,NC_003552.1,5039302,5039517,+
MA_RS21495,MA4121,"MA4121,MA_4121",MA_RS21495,protein_coding,NC_003552.1,5039654,5039875,+
MA_RS21500,MA4122,"MA4122,MA_4122",MA_RS21500,protein_coding,NC_003552.1,5040083,5041369,-
MA_RS21510,MAt4731,MAt4731,MA_RS21510,tRNA,NC_003552.1,5042745,5042819,+
MA_RS21515,MA4124,"MA4124,MA_4124",MA_RS21515,protein_coding,NC_003552.1,5042936,5043307,-
MA_RS21520,MA4125,"MA4125,MA_4125",MA_RS21520,protein_coding,NC_003552.1,5043454,5043672,+
MA_RS21525,MA4126,"MA4126,MA_4126",MA_RS21525,protein_coding,NC_003552.1,5043673,5043915,+
MA_RS21530,MA4127,"MA4127,MA_4127",MA_RS21530,protein_coding,NC_003552.1,5044148,5044756,-
MA_RS21535,MA4128,"MA4128,MA_4128",MA_RS21535,protein_coding,NC_003552.1,5045217,5045450,-
